"rep","n","tau_label","tau_sd","tau_var","seed","n_y0","n_y1","n_y01","best_model","best_formula","log_marginal","tau_map","correct","chosen_post_prob","error"
1,50,"small",0.1,0.01,150101,0,0,0,"null","~1",-9.88169661662257,NA,0,0.994221362416403,NA
2,50,"small",0.1,0.01,150102,0,0,0,"null","~1",-6.60364547849929,NA,0,0.997277447870375,NA
3,50,"small",0.1,0.01,150103,1,0,1,"null","~1",-5.16680209492426,NA,0,0.746778412477699,NA
4,50,"small",0.1,0.01,150104,2,0,2,"int12_3","~x1 * x2 + x3",10.4466141640001,NA,1,0.506755508563152,NA
5,50,"small",0.1,0.01,150105,0,0,0,"null","~1",-8.53716563799847,NA,0,0.99573283345971,NA
6,50,"small",0.1,0.01,150106,0,0,0,"x1","~x1",-12.4531382520931,NA,0,0.778463355839688,NA
7,50,"small",0.1,0.01,150107,1,0,1,"int12_3","~x1 * x2 + x3",-9.61731167586209,NA,1,0.76863922794257,NA
8,50,"small",0.1,0.01,150108,2,1,3,"int12_3","~x1 * x2 + x3",18.7871279696342,NA,1,0.916909840589016,NA
9,50,"small",0.1,0.01,150109,1,0,1,"null","~1",-10.9635822881968,NA,0,0.522651484621052,NA
10,50,"small",0.1,0.01,150110,0,0,0,"int12_3","~x1 * x2 + x3",-9.68678048724011,NA,1,0.532189711585244,NA
11,50,"small",0.1,0.01,150111,0,0,0,"null","~1",-9.66410825321051,NA,0,0.637085450554701,NA
12,50,"small",0.1,0.01,150112,1,0,1,"x1","~x1",-0.50760869583014,NA,0,0.595302858162669,NA
13,50,"small",0.1,0.01,150113,0,0,0,"null","~1",-11.1869718907268,NA,0,0.96270697583121,NA
14,50,"small",0.1,0.01,150114,0,0,0,"null","~1",-12.0668248462846,NA,0,0.971859171730313,NA
15,50,"small",0.1,0.01,150115,1,0,1,"int12_3","~x1 * x2 + x3",-0.856308325763873,NA,1,0.998089278473618,NA
16,50,"small",0.1,0.01,150116,0,0,0,"null","~1",-8.50436680369891,NA,0,0.98900990506684,NA
17,50,"small",0.1,0.01,150117,0,0,0,"x1","~x1",-9.87415362784004,NA,0,0.503149162541781,NA
18,50,"small",0.1,0.01,150118,0,0,0,"null","~1",-12.3829844471994,NA,0,0.99262775554538,NA
19,50,"small",0.1,0.01,150119,0,0,0,"null","~1",-8.63531958295094,NA,0,0.953791441777549,NA
20,50,"small",0.1,0.01,150120,0,1,1,"x1","~x1",-9.62139311955468,NA,0,0.979020571720451,NA
21,50,"small",0.1,0.01,150121,1,0,1,"null","~1",-9.68579124315374,NA,0,0.975976869617568,NA
22,50,"small",0.1,0.01,150122,2,0,2,"int12_3","~x1 * x2 + x3",-1.52001614111559,NA,1,0.703771666994569,NA
23,50,"small",0.1,0.01,150123,0,0,0,"null","~1",-7.80371320447537,NA,0,0.983422953757281,NA
24,50,"small",0.1,0.01,150124,0,0,0,"null","~1",-12.3954530682104,NA,0,0.865934371768145,NA
25,50,"small",0.1,0.01,150125,0,0,0,"null","~1",-10.715567985152,NA,0,0.89809540120749,NA
26,50,"small",0.1,0.01,150126,1,0,1,"x1","~x1",2.45612292387157,NA,0,0.983940854078707,NA
27,50,"small",0.1,0.01,150127,1,0,1,"int12_3","~x1 * x2 + x3",-9.91616875648407,NA,1,0.524858319143111,NA
28,50,"small",0.1,0.01,150128,0,0,0,"x1","~x1",-10.0111839624504,NA,0,0.954251677389878,NA
29,50,"small",0.1,0.01,150129,1,0,1,"int12_3","~x1 * x2 + x3",2.21651339742298,NA,1,0.975001625369504,NA
30,50,"small",0.1,0.01,150130,2,0,2,"x1","~x1",5.75127747246584,NA,0,0.983125169129441,NA
31,50,"small",0.1,0.01,150131,0,0,0,"null","~1",-14.1141294683508,NA,0,0.947727043210784,NA
32,50,"small",0.1,0.01,150132,1,1,2,"x1","~x1",1.909735955316,NA,0,0.96755883458431,NA
33,50,"small",0.1,0.01,150133,0,1,1,"int12_4","~x1 * x2 + x4",-8.11614271785103,NA,0,0.47561321628742,NA
34,50,"small",0.1,0.01,150134,0,0,0,"null","~1",-13.2622057706845,NA,0,0.928191231466188,NA
35,50,"small",0.1,0.01,150135,0,0,0,"x1","~x1",-6.53178970394904,NA,0,0.994131303961446,NA
36,50,"small",0.1,0.01,150136,2,0,2,"null","~1",-0.577567687999183,NA,0,0.968735556130296,NA
37,50,"small",0.1,0.01,150137,0,0,0,"null","~1",-7.97165474702299,NA,0,0.978824466303324,NA
38,50,"small",0.1,0.01,150138,1,0,1,"int12_3","~x1 * x2 + x3",-1.61171846200074,NA,1,0.964224360074403,NA
39,50,"small",0.1,0.01,150139,1,1,2,"x2","~x2",1.3270833946085,NA,0,0.998838069789015,NA
40,50,"small",0.1,0.01,150140,1,0,1,"null","~1",-4.43763598090514,NA,0,0.503666259994318,NA
41,50,"small",0.1,0.01,150141,1,0,1,"null","~1",-11.2789308110315,NA,0,0.787900844238761,NA
42,50,"small",0.1,0.01,150142,1,0,1,"x2","~x2",-1.91566749367149,NA,0,0.971670444232159,NA
43,50,"small",0.1,0.01,150143,0,0,0,"null","~1",-12.7947275522682,NA,0,0.84801245327876,NA
44,50,"small",0.1,0.01,150144,2,0,2,"int12_3","~x1 * x2 + x3",0.0591492758100784,NA,1,0.992543372502166,NA
45,50,"small",0.1,0.01,150145,0,0,0,"null","~1",-10.8719358046398,NA,0,0.507308664062815,NA
46,50,"small",0.1,0.01,150146,1,0,1,"null","~1",-0.600216104620698,NA,0,0.746333253299282,NA
47,50,"small",0.1,0.01,150147,0,0,0,"null","~1",-13.7872319566658,NA,0,0.614879312148361,NA
48,50,"small",0.1,0.01,150148,1,1,2,"int12_3","~x1 * x2 + x3",2.32323658308102,NA,1,0.874796983441835,NA
49,50,"small",0.1,0.01,150149,1,1,2,"int12_3","~x1 * x2 + x3",3.2191142035838,NA,1,0.975076911178007,NA
50,50,"small",0.1,0.01,150150,1,0,1,"null","~1",-9.96757704011841,NA,0,0.994482818618251,NA
