"model","log_marginal","post_prob"
"x1",2.45612292387157,0.983940854078707
"int12_3",-1.85505112621772,0.0132023089864749
"int13_2",-3.86365980328376,0.00177142279107371
"int12_4",-5.17323414115307,0.000478168892445068
"int23_1",-5.199811499334,0.000465627819016302
"int24_1",-6.6272069561164,0.000111719491174577
"main",-8.2054564518821,2.30517500544245e-05
"int12",-10.2193680276368,3.07661545668152e-06
"int24",-10.8970356400183,1.56230532473163e-06
"null",-11.1430497972407,1.22158396116879e-06
"int13",-12.3130158320268,3.79152155292303e-07
"int34",-13.008238585833,1.8918300667617e-07
"int34_1",-13.5427370780687,1.10854257560211e-07
"int14_2",-13.5700171182621,1.07871025314125e-07
"int23",-13.6294746935465,1.01644225231761e-07
"int13_4",-14.2217210127979,5.62177424423209e-08
"x4",-14.7775048029885,3.22477611364473e-08
"int14",-16.5398267939941,5.53519406902699e-09
"int14_3",-17.4866927167038,2.14740622096907e-09
"x2",-19.0152599229094,4.65656751415118e-10
"x3",-19.2509633426835,3.67875791461782e-10
"int234_1",-30.8586428020125,3.34618595939163e-15
"int134_2",-32.708671213847,5.26129849686596e-16
"int124_3",-32.8346419913471,4.63857441695645e-16
"int123_4",-33.0633749165038,3.69017601017527e-16
"int23_4",-37.106004577794,6.47672305358842e-18
"int34_2",-37.6443427958334,3.78057631693627e-18
"int24_3",-37.6602781133136,3.72080910257603e-18
"full",-83.1024432927899,6.84472187270965e-38
