"model","log_marginal","post_prob","rep","n","tau_label","tau_sd","seed","true_model","chosen_model","correct"
"int12_3",54.8319861641778,0.992638067071539,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int12_4",49.8954133323857,0.00712630795182798,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int12",46.1304531291026,0.000165106109847697,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"x1",44.4382934252624,3.03995757691518e-05,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"x2",44.3433092783555,2.76449896789041e-05,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"null",43.2787938348918,9.53461692886499e-06,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int13_2",41.1072011209283,1.08690732728666e-06,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int23_1",40.8149132685776,8.11434586562811e-07,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"main",40.5859971146171,6.45411192670052e-07,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"x3",39.2359621180634,1.67310710410851e-07,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int24_1",38.8591307181056,1.14780455964195e-07,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int14_2",38.7894508216456,1.07054850939596e-07,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"x4",35.8017756766112,5.39604449202777e-09,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int34",33.3345847670165,4.57707600359905e-10,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int24",32.9240958744891,3.03609294863013e-10,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int13",32.6908053705511,2.40435330324181e-10,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int14",32.5368790223166,2.06133663098698e-10,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int23",32.4001510524292,1.79791318826606e-10,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int14_3",26.7246360418974,6.16486920677962e-13,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int34_1",26.6722618739309,5.85029889428909e-13,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int13_4",26.0952820028421,3.28548040052272e-13,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
