"model","log_marginal","post_prob"
"int12_3",32.0663277845946,0.998678257322908
"int12_4",25.2562216332994,0.0011011185323297
"int12",23.6484104742434,0.000220582247674372
"null",15.0751626804742,4.17115519606941e-08
"x1",8.84415533714143,8.20661846448976e-11
"x2",8.61622850072695,6.53396608169264e-11
"x3",7.51591651687805,2.17428992129417e-11
"x4",7.23156447123781,1.63615682539261e-11
"int123_4",0.661436140216786,2.29326608762206e-14
"int124_3",-1.67331281453328,2.22067938608221e-15
"int13_2",-4.40118166667433,1.45140117828255e-16
"int23_1",-5.54986089793544,4.60174362882923e-17
"main",-5.71329761270374,3.90789383073686e-17
"int24_1",-6.64473241724526,1.53966330916411e-17
"int14_2",-6.94754531853941,1.13740671628129e-17
"int13",-11.4339308763549,1.28086481817328e-19
"int23",-12.4011346888861,4.8691372700013e-20
"int13_4",-13.0282220785919,2.60082676168688e-20
"int34_1",-13.4405210108286,1.72207584113787e-20
"int14_3",-13.4448837319394,1.71457926912815e-20
"int24",-13.6415514654129,1.40846434369588e-20
"int23_4",-13.6705410654011,1.36821968250727e-20
"int34",-13.7650565574827,1.24482492912759e-20
"int14",-13.805511288452,1.19547090423763e-20
"int24_3",-14.3682707816263,6.80982055575337e-21
"int34_2",-14.7969689734017,4.43562077565511e-21
"int134_2",-34.6010627563,1.11210491453723e-29
"int234_1",-36.2597499846179,2.11732267974928e-30
"full",-55.5286313005032,9.0660523309334e-39
