"model","log_marginal","post_prob"
"null",9.45863731465631,0.833238619906026
"x2",7.25007928252505,0.0915387177403984
"int12_3",6.84538533706822,0.0610728908042216
"x3",5.33699057849758,0.013513285646237
"x1",1.80646904256161,0.000395799221594772
"x4",0.910708600068343,0.000161603632473221
"int12_4",-0.618618614899233,3.50165010529236e-05
"int13_2",-1.17386748285134,2.00969998170432e-05
"int12",-1.21666848596571,1.92549763300223e-05
"int23_1",-3.14073162135272,2.81146697586245e-06
"main",-3.53947681879891,1.88694893612458e-06
"int14_2",-9.26148298196784,6.17624400767154e-09
"int24_1",-9.49736255380476,4.87846562403139e-09
"int13",-9.97314311551828,3.031477690898e-09
"int14",-11.5632570277468,6.18125526508232e-10
"int34",-11.70152958564,5.38301599129774e-10
"int23",-11.8918169910369,4.45025503103612e-10
"int24",-12.0972183194692,3.62393363889137e-10
"int14_3",-14.133014647733,4.73200423544015e-11
"int13_4",-14.8355864131619,2.34380827810029e-11
"int34_1",-15.3425710390996,1.41169689130528e-11
"int34_2",-15.7793889045081,9.12081968143664e-12
"int23_4",-15.943348417502,7.74153636291241e-12
"int24_3",-16.5628802623634,4.16646652106825e-12
"int124_3",-26.5837882850025,1.85243440541771e-16
"int123_4",-26.7469738693898,1.57351990013352e-16
"int134_2",-34.0198501509695,1.09220007771989e-19
"int234_1",-36.6145651538248,8.15514702745211e-21
"full",-83.5267137724504,3.4494076004435e-41
