"model","log_marginal","post_prob"
"null",-9.04706479792272,0.999927648121842
"x1",-19.0650234828893,4.45886578550741e-05
"x3",-19.5561776665653,2.72846789717028e-05
"x4",-23.8829630088132,3.60429101970621e-07
"x2",-24.9986247526711,1.18112023723361e-07
"int12_3",-38.2615223743892,2.05253636162393e-13
"int13_2",-48.1733682667481,1.01772603143192e-17
"int23_1",-48.8071489800421,5.39987139355235e-18
"main",-48.9649899349517,4.61141237621989e-18
"int12_4",-52.0955269425392,2.01492559221161e-19
"int12",-54.0162271153292,2.95195359858666e-20
"int13_4",-55.9112608414511,4.43717784941331e-21
"int34_1",-56.5479854344608,2.34736626612619e-21
"int14_3",-58.356354569248,3.84783218177682e-22
"int14_2",-60.3871243752619,5.04968167692462e-23
"int24_1",-61.1099955426123,2.45089690117658e-23
"int34_2",-61.5472370791195,1.58282702280755e-23
"int34",-63.7533352262665,1.74315980988804e-24
"int13",-63.9919329389506,1.37314226327884e-24
"int23",-64.5868768950499,7.57416317410983e-25
"int14",-64.7753881716615,6.27285501697584e-25
"int24",-64.7843531516371,6.21687032314937e-25
"int24_3",-65.6688749260732,2.56701781585281e-25
"int23_4",-65.8249400073851,2.19609275495064e-25
"int123_4",-96.8476162546617,7.39049574206175e-39
"int124_3",-99.256532666654,6.6449920550414e-40
"int234_1",-105.19720757537,1.74780160727053e-42
"int134_2",-110.18472746916,1.19244886934858e-44
"full",-199.672947802452,1.6300445724092e-83
