"model","log_marginal","post_prob"
"null",-10.8236896882395,0.999911661053161
"x1",-20.8192918427922,4.55960030635082e-05
"int12_3",-20.940888954943,4.03754912403237e-05
"int13_2",-24.8711403253863,7.92923586487209e-07
"int12_4",-25.1415650292647,6.05044587142941e-07
"x3",-25.3759772005354,4.78611872455457e-07
"x2",-25.6341924320479,3.69693672397036e-07
"x4",-26.841169937733,1.10575356146013e-07
"int12",-29.1856867617301,1.06034606113561e-08
"int123_4",-54.3418371228537,1.25970931179673e-19
"main",-56.0681879565977,2.24143267545227e-20
"int23_1",-56.5880127502112,1.33281127904066e-20
"int14_2",-57.5200456657567,5.24797680844135e-21
"int24_1",-58.1781255226107,2.71763706231219e-21
"int13_4",-65.8792890710826,1.22918888180201e-24
"int14_3",-65.9075000170662,1.19499686288766e-24
"int34_1",-66.4124129299475,7.21250078226761e-25
"int24_3",-70.061473224067,1.87637277681681e-26
"int34_2",-70.0755880532302,1.85007413267856e-26
"int14",-70.7438380651381,9.48356965323839e-27
"int24",-70.7956096110005,9.00508344613121e-27
"int23_4",-70.7961276556993,9.00041961852951e-27
"int13",-71.7352006267795,3.51907520574231e-27
"int23",-71.8449610110042,3.15326317506383e-27
"int34",-71.8881120322017,3.02009057913489e-27
"full",-106.442512538417,2.973271056924e-42
"int124_3",-111.614236181032,1.68726564333596e-44
"int134_2",-115.946537036432,2.21660907993192e-46
"int234_1",-117.832985076672,3.36058692721365e-47
