"model","log_marginal","post_prob"
"x1",-0.221893543063118,0.601277495083194
"null",-0.638078850848022,0.39657740490276
"int12_3",-6.4129373447135,0.00123122886588342
"int12_4",-6.78183942582128,0.000851386286672291
"x2",-9.4086116313015,6.15650131589911e-05
"int12",-14.1817544613239,5.20456436957361e-07
"int24_1",-14.4790617342079,3.86603228234733e-07
"int14_2",-18.1094316649765,1.02474509442799e-08
"x4",-20.0659543207328,1.44846783251789e-09
"x3",-20.3477660804999,1.09274684852306e-09
"int124_3",-37.8402608304219,2.7645574413902e-17
"int13_2",-45.6997432948135,1.06732271713853e-20
"main",-48.5581113879466,6.12240793299661e-22
"int23_1",-48.647235608112,5.60036207600502e-22
"int13_4",-52.4110055969683,1.29906705420072e-23
"int34_1",-55.1431779730751,8.45403773835947e-25
"int14_3",-56.2189978079013,2.88297956714723e-25
"int24",-59.9398072986938,6.98095011032647e-27
"int13",-61.5202666151127,1.43724158424863e-27
"int24_3",-61.6880863283503,1.21519674875247e-27
"int34_2",-62.3827517345189,6.06676602870087e-28
"int34",-63.612668672351,1.77341797854004e-28
"int14",-63.7578558623388,1.5337589552472e-28
"int23",-64.376074549445,8.26548128853966e-29
"int23_4",-65.3203849368522,3.2148399503818e-29
"int123_4",-95.8675231510553,1.74062730612878e-42
"int234_1",-105.516006431861,1.12311116501865e-46
"int134_2",-106.986223450615,2.58175844455356e-47
"full",-199.088053558709,2.58582432798811e-87
