"model","log_marginal","post_prob"
"null",-8.13983045638346,0.999983692119189
"int12_3",-20.4453583766822,4.52657838027779e-06
"x3",-20.4525882211342,4.49396994169664e-06
"int13_2",-20.9443077310034,2.74839464380176e-06
"main",-21.376688543264,1.78360422588635e-06
"int23_1",-21.5757435301161,1.46167227810615e-06
"x1",-22.4177830116941,6.29733663482529e-07
"x2",-22.5740288754913,5.38641974435789e-07
"x4",-24.1936450799172,1.06637465147043e-07
"int12_4",-27.0825756431223,5.93284784967535e-09
"int24_1",-27.5406134714379,3.7526659743164e-09
"int14_2",-27.8189848005437,2.84082693695037e-09
"int34",-27.9089483550308,2.59641495558775e-09
"int12",-28.6676981333486,1.21577514399509e-09
"int13",-29.1012427630829,7.88074399661663e-10
"int24",-29.2429247968059,6.83967544880925e-10
"int14",-29.7000359978105,4.33026646983995e-10
"int23",-29.7678419144312,4.0463820621273e-10
"int234_1",-50.6875048380812,3.32485504335943e-19
"int134_2",-50.8511320205353,2.82299645840728e-19
"int124_3",-51.8366356345835,1.05368682993841e-19
"int34_2",-63.6603933732862,7.72180465202974e-25
"int24_3",-64.6726946838489,2.80596298262684e-25
"int34_1",-64.9045446634004,2.22531128637305e-25
"int23_4",-64.9265026706575,2.17698045130455e-25
"int13_4",-65.1770579218581,1.69449294970478e-25
"int14_3",-65.8912818149343,8.29576174523254e-26
"int123_4",-113.019278798539,2.82766031969029e-46
"full",-213.50500731752,6.47187069433842e-90
