"model","log_marginal","post_prob","rep","n","tau_label","tau_sd","seed","true_model","chosen_model","correct"
"null",-3.57285113677888,0.999971087410572,1,50,"medium",0.4472136,150201,"int12_3","null",0
"x2",-14.0736754324212,2.75129650329153e-05,1,50,"medium",0.4472136,150201,"int12_3","null",0
"x1",-17.4167575015111,9.71975461923158e-07,1,50,"medium",0.4472136,150201,"int12_3","null",0
"x3",-18.5497683667173,3.13036467707396e-07,1,50,"medium",0.4472136,150201,"int12_3","null",0
"x4",-19.5545314871927,1.14612465633353e-07,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int12_3",-40.4083897469547,1.0058107821994e-16,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int12_4",-42.5614279679947,1.16805600959372e-17,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int23_1",-47.5672005210039,7.82499864018936e-20,1,50,"medium",0.4472136,150201,"int12_3","null",0
"main",-47.5829211438447,7.70294666797786e-20,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int13_2",-47.5832351589261,7.70052820628965e-20,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int14_2",-49.8633923669301,7.87518604910949e-21,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int24_1",-50.0698584053955,6.40610070352149e-21,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int12",-55.9169465546926,1.85027228241088e-23,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int34_2",-59.205332804236,6.90410901920079e-25,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int23_4",-59.6104776378065,4.60421372244017e-25,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int24_3",-60.0265758525513,3.03701065991218e-25,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int34",-62.2974329219433,3.13491393160151e-26,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int34_1",-62.5298448950855,2.48479396969306e-26,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int24",-62.9823110465107,1.58047209246077e-26,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int14",-63.2070842717165,1.26231882876307e-26,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int23",-63.3871615871347,1.05429579849757e-26,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int13",-63.4028368011586,1.03789833881019e-26,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int14_3",-63.4193449624175,1.02090519435889e-26,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int13_4",-63.4417243603252,9.98311708062396e-27,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int124_3",-102.202085238467,1.46505968762955e-43,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int123_4",-102.301019653907,1.32705416029971e-43,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int234_1",-108.418292274202,2.9254380416356e-46,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int134_2",-109.103493196,1.47438846747184e-46,1,50,"medium",0.4472136,150201,"int12_3","null",0
"full",-210.092686549848,2.03968226523116e-90,1,50,"medium",0.4472136,150201,"int12_3","null",0
"null",-9.30286648424359,0.97485197044226,2,50,"medium",0.4472136,150202,"int12_3","null",0
"int12_3",-12.9640120018965,0.0250566714301813,2,50,"medium",0.4472136,150202,"int12_3","null",0
"x1",-18.7048365704562,8.04849996293745e-05,2,50,"medium",0.4472136,150202,"int12_3","null",0
"int12",-21.3929594195019,5.47366263348493e-06,2,50,"medium",0.4472136,150202,"int12_3","null",0
"x2",-21.4642375526808,5.09709028636028e-06,2,50,"medium",0.4472136,150202,"int12_3","null",0
"x4",-24.737758060267,1.93041388910009e-07,2,50,"medium",0.4472136,150202,"int12_3","null",0
"x3",-25.3579484986574,1.03825767094892e-07,2,50,"medium",0.4472136,150202,"int12_3","null",0
"int24",-28.2944877000904,5.50785346455533e-09,2,50,"medium",0.4472136,150202,"int12_3","null",0
"int124_3",-45.8488141801892,1.30989128767356e-16,2,50,"medium",0.4472136,150202,"int12_3","null",0
"int123_4",-45.8667069843805,1.28666209677044e-16,2,50,"medium",0.4472136,150202,"int12_3","null",0
"int12_4",-46.1302653309956,9.88558948805965e-17,2,50,"medium",0.4472136,150202,"int12_3","null",0
"int134_2",-49.7971066977133,2.5264668272095e-18,2,50,"medium",0.4472136,150202,"int12_3","null",0
"int13_2",-49.832513245775,2.43857845145273e-18,2,50,"medium",0.4472136,150202,"int12_3","null",0
