"model","log_marginal","post_prob"
"null",-8.28869869288286,0.999992343548545
"x2",-20.2941812955237,6.11057146850087e-06
"x3",-22.1715544661376,9.34865255567305e-07
"int12_3",-23.4641382279532,2.56677041141678e-07
"x4",-23.6623387320102,2.10527890616994e-07
"x1",-24.1593241051082,1.28077143790442e-07
"int13_2",-27.5031131999599,4.52149944019413e-09
"int23_1",-27.5644878228021,4.25233843043124e-09
"int12_4",-27.629670228965,3.98400121377021e-09
"main",-27.9559717993091,2.87480565596555e-09
"int12",-31.8409483072747,5.90724020557704e-11
"int23_4",-32.3631839699724,3.50413286119924e-11
"int34",-35.1369946664624,2.18740844764404e-12
"int14",-35.8327487510713,1.09085675500427e-12
"int13",-35.9540592415548,9.66236076298989e-13
"int23",-35.9997093924675,9.23118894064925e-13
"int24",-36.2357302079402,7.29046286673717e-13
"int124_3",-55.0541975913447,4.89777195150181e-21
"int123_4",-56.2801093233502,1.43744706106624e-21
"int134_2",-58.3948807749154,1.7344360326947e-22
"int234_1",-58.4053221570398,1.71642034134179e-22
"int34_2",-63.9320962325637,6.82929965428894e-25
"int14_2",-64.4777012425355,3.9575182280682e-25
"int24_1",-64.5001156163767,3.86979968560524e-25
"int24_3",-64.9079811887758,2.57368100671102e-25
"int34_1",-67.9050229418574,1.28515651487601e-26
"int14_3",-69.1226280706503,3.80326716117721e-27
"int13_4",-69.2722214172302,3.27483383374132e-27
"full",-105.759788341539,4.6648780552635e-43
