"rep","n","tau_label","tau_sd","seed","n_y0","n_y1","n_y01","true_model","chosen_model","correct","chosen_post_prob"
1,50,"medium",0.4472136,150201,0,0,0,"int12_3","null",0,0.999971087410572
2,50,"medium",0.4472136,150202,0,0,0,"int12_3","null",0,0.97485197044226
3,50,"medium",0.4472136,150203,0,0,0,"int12_3","null",0,0.999973777128629
4,50,"medium",0.4472136,150204,0,0,0,"int12_3","null",0,0.999637010389624
5,50,"medium",0.4472136,150205,0,1,1,"int12_3","null",0,0.983835716755504
6,50,"medium",0.4472136,150206,0,1,1,"int12_3","null",0,0.86574230759009
7,50,"medium",0.4472136,150207,0,0,0,"int12_3","null",0,0.99993015535998
8,50,"medium",0.4472136,150208,2,0,2,"int12_3","x1",0,0.943031859298896
9,50,"medium",0.4472136,150209,0,0,0,"int12_3","null",0,0.98655483852936
10,50,"medium",0.4472136,150210,1,1,2,"int12_3","null",0,0.998961415927605
11,50,"medium",0.4472136,150211,2,0,2,"int12_3","null",0,0.993723824054828
12,50,"medium",0.4472136,150212,1,0,1,"int12_3","null",0,0.906732505756593
13,50,"medium",0.4472136,150213,0,0,0,"int12_3","null",0,0.999571587778105
14,50,"medium",0.4472136,150214,1,0,1,"int12_3","null",0,0.99961661117048
15,50,"medium",0.4472136,150215,1,0,1,"int12_3","x1",0,0.895205531174274
16,50,"medium",0.4472136,150216,1,0,1,"int12_3","x1",0,0.601277495083194
17,50,"medium",0.4472136,150217,0,1,1,"int12_3","int12_3",1,0.969085808500024
18,50,"medium",0.4472136,150218,0,0,0,"int12_3","null",0,0.999997420116754
19,50,"medium",0.4472136,150219,1,0,1,"int12_3","null",0,0.999924667389437
20,50,"medium",0.4472136,150220,0,0,0,"int12_3","null",0,0.999988339440265
21,50,"medium",0.4472136,150221,0,1,1,"int12_3","int12_3",1,0.909720500796537
22,50,"medium",0.4472136,150222,1,0,1,"int12_3","null",0,0.999927648121842
23,50,"medium",0.4472136,150223,0,0,0,"int12_3","null",0,0.99985307127621
24,50,"medium",0.4472136,150224,0,0,0,"int12_3","null",0,0.999476549916828
25,50,"medium",0.4472136,150225,1,0,1,"int12_3","null",0,0.999983692119189
26,50,"medium",0.4472136,150226,0,0,0,"int12_3","null",0,0.999996791436657
27,50,"medium",0.4472136,150227,1,0,1,"int12_3","int12_3",1,0.992591632867273
28,50,"medium",0.4472136,150228,0,0,0,"int12_3","null",0,0.999989333088406
29,50,"medium",0.4472136,150229,0,0,0,"int12_3","null",0,0.999992343548545
30,50,"medium",0.4472136,150230,0,0,0,"int12_3","null",0,0.999928285016597
31,50,"medium",0.4472136,150231,0,0,0,"int12_3","null",0,0.99999700883165
32,50,"medium",0.4472136,150232,2,0,2,"int12_3","null",0,0.997510277781318
33,50,"medium",0.4472136,150233,0,0,0,"int12_3","null",0,0.999950783795679
34,50,"medium",0.4472136,150234,0,0,0,"int12_3","null",0,0.999911661053161
35,50,"medium",0.4472136,150235,0,0,0,"int12_3","null",0,0.999989393180095
36,50,"medium",0.4472136,150236,1,0,1,"int12_3","null",0,0.999932381420217
37,50,"medium",0.4472136,150237,0,0,0,"int12_3","null",0,0.999998476035703
38,50,"medium",0.4472136,150238,1,0,1,"int12_3","int12_3",1,0.462315758515353
39,50,"medium",0.4472136,150239,1,0,1,"int12_3","null",0,0.955435733187239
40,50,"medium",0.4472136,150240,2,0,2,"int12_3","x1",0,0.924122412213281
41,50,"medium",0.4472136,150241,0,0,0,"int12_3","null",0,0.999960696646243
42,50,"medium",0.4472136,150242,1,0,1,"int12_3","x1",0,0.990491917656258
43,50,"medium",0.4472136,150243,1,0,1,"int12_3","null",0,0.998905725839366
44,50,"medium",0.4472136,150244,2,0,2,"int12_3","null",0,0.998637258074065
45,50,"medium",0.4472136,150245,1,0,1,"int12_3","int12_3",1,0.999476222723848
46,50,"medium",0.4472136,150246,0,0,0,"int12_3","null",0,0.999971621835013
47,50,"medium",0.4472136,150247,0,0,0,"int12_3","null",0,0.991803009946661
48,50,"medium",0.4472136,150248,1,0,1,"int12_3","null",0,0.999921141722797
49,50,"medium",0.4472136,150249,0,0,0,"int12_3","null",0,0.999548330298822
50,50,"medium",0.4472136,150250,1,0,1,"int12_3","x1",0,0.78862048973706
