"model","log_marginal","post_prob"
"null",-4.49865311349323,0.999548330298822
"x1",-12.2041644892803,0.000450134942683967
"x3",-18.0442531071641,1.30925568003808e-06
"x4",-20.449481556292,1.18153617664244e-07
"x2",-20.5453801361824,1.07349196831536e-07
"int12_3",-51.4089749690602,4.23555057506828e-21
"main",-52.6482873151512,1.22654463899277e-21
"int23_1",-53.3729933378926,5.94220365184089e-22
"int13_2",-53.5229563909708,5.11469104928111e-22
"int12_4",-54.5229700432925,1.88156399708162e-22
"int24_1",-55.4450670274149,7.48268326709138e-23
"int14_2",-55.4638097258706,7.34374370939496e-23
"int34_1",-57.3256856383162,1.14107732981685e-23
"int14_3",-57.3743637200735,1.08686212541336e-23
"int13_4",-57.3915195513064,1.06837513548194e-23
"int24_3",-64.4056817889134,9.60531953930614e-27
"int23_4",-64.6225926165211,7.73229903879982e-27
"int34_2",-65.1205440451103,4.69949383148395e-27
"int12",-66.7969432491603,8.79022840878394e-28
"int23",-68.3576359487487,1.84586498990492e-28
"int14",-68.3908685224981,1.78553023777244e-28
"int24",-68.4271435947372,1.72192069485631e-28
"int34",-68.460659197269,1.66516588370558e-28
"int13",-68.4675717293969,1.65369506292065e-28
"int124_3",-113.32239691244,5.47333923181887e-48
"int123_4",-113.329157241292,5.43646244872855e-48
"int234_1",-115.018610996707,1.00368156915415e-48
"int134_2",-115.101568443434,9.23778792589717e-49
"full",-219.048058200292,6.64019866791228e-94
