"model","log_marginal","post_prob"
"x1",-0.668493560052475,0.895205531174274
"null",-2.84463999270566,0.101586119125255
"x3",-6.40368663181675,0.00289174539842911
"int12_3",-9.38515491972486,0.000146664439806385
"x4",-10.8299394313706,3.45830176893074e-05
"x2",-10.9374219270502,3.10587399196467e-05
"main",-10.985267938699,2.96076932903234e-05
"int23_1",-11.025784234967,2.84320758662362e-05
"int13_2",-11.2178226629791,2.34642857946981e-05
"int12_4",-11.4678383041638,1.82737183262837e-05
"int14_2",-13.3632822588468,2.74565569659082e-06
"int24_1",-13.848587819249,1.68997604700803e-06
"int12",-17.8104762206449,3.21554268111278e-08
"int34",-18.6281210687319,1.41956614320142e-08
"int14",-18.8594389548802,1.12640754623142e-08
"int23",-18.9878569343567,9.90659324030539e-09
"int13",-19.4027486192644,6.54243116679233e-09
"int24",-19.5054609323406,5.9038018300097e-09
"int14_3",-19.7268425081498,4.73137068316135e-09
"int34_2",-30.5147076172212,9.7695978300575e-14
"int24_3",-30.642412452409,8.59835121986612e-14
"int23_4",-30.9842507524667,6.10881106702881e-14
"int124_3",-41.9604475328617,1.04485253202817e-18
"int123_4",-41.9842413707632,1.0202849182223e-18
"int234_1",-42.1434493887271,8.70118301290413e-19
"int134_2",-42.2287237647929,7.98995093409586e-19
"int13_4",-50.3457751856685,2.38425922104484e-22
"int34_1",-52.776331528276,2.09785884577882e-23
"full",-93.6877266830226,3.58247444169186e-41
