"model","log_marginal","post_prob"
"null",-4.70441595219269,0.999932381420217
"x2",-14.5344969112584,5.38047620952722e-05
"x3",-16.1824888621208,1.03539700634242e-05
"x1",-17.8678376746434,1.91941646362083e-06
"x4",-18.0877970280599,1.54043040513491e-06
"int12_3",-32.6239367981991,7.49336334938482e-13
"int23_1",-37.7931639435548,4.26294733053175e-15
"main",-38.7150821342715,1.69561005742946e-15
"int13_2",-40.6004823361656,2.57339871663816e-16
"int12_4",-42.4153982656511,4.19082095437778e-17
"int14_2",-43.6305603452563,1.24325702233897e-17
"int24_1",-46.6989778836755,5.78048283428068e-19
"int12",-47.4341671008843,2.77124865699941e-19
"int34_2",-48.3370497299387,1.12346242588043e-19
"int23_4",-51.1055679450282,7.05028004812407e-21
"int14",-51.824190404245,3.43647033755608e-21
"int24_3",-52.5603174929317,1.64595010887486e-21
"int23",-52.7114114943505,1.41513338242575e-21
"int34",-52.839785948635,1.24464373901661e-21
"int13",-53.8621721902433,4.47742536965025e-22
"int24",-54.334759297967,2.79117060418043e-22
"int34_1",-54.903699092992,1.58015237806765e-22
"int14_3",-56.2074508778616,4.290291126653e-23
"int13_4",-58.724444193519,3.46234591577735e-24
"int124_3",-88.4724738571856,4.16836100807097e-37
"int123_4",-94.0742021108789,1.53874145795929e-39
"int234_1",-95.3932476437405,4.11444687097439e-40
"int134_2",-95.7824724271216,2.7878749082256e-40
"full",-192.437930458743,2.93995859552168e-82
