"model","log_marginal","post_prob"
"x1",-7.1558680828356,0.78862048973706
"null",-8.48772775443453,0.208184671994792
"int12_3",-12.665277593953,0.00319272789990947
"x4",-20.5776598185414,1.1691169810349e-06
"x2",-21.1773403550512,6.4183001165457e-07
"x3",-21.9398124767674,2.99421226887227e-07
"int123_4",-38.5276974530327,1.87178375569766e-14
"int23_1",-46.4268164668377,6.94563367840831e-18
"main",-47.2782889467409,2.9642994594461e-18
"int12_4",-48.6216394068681,7.73592735348416e-19
"int13_2",-49.0868115404031,4.85837118133376e-19
"int24_1",-52.1539274767309,2.26182586173919e-20
"int34_1",-53.0950388596106,8.82550743289628e-21
"int14_2",-53.651840491791,5.05735929423797e-21
"int14_3",-57.3097639263204,1.30409084426966e-22
"int13_4",-57.3726061938692,1.22466074083161e-22
"int23_4",-58.5675437756432,3.70732788542175e-23
"int12",-58.9822227975992,2.44888384833537e-23
"int24_3",-60.2701868875223,6.7547999219096e-24
"int23",-60.3420459380054,6.28643603003864e-24
"int34_2",-60.3995452948806,5.93516568552451e-24
"int34",-61.4023884153848,2.17722651034659e-24
"int24",-62.4961970748691,7.2923675300427e-25
"int13",-63.0289078709638,4.28070391104235e-25
"int14",-63.0799031393796,4.06788086900382e-25
"int234_1",-103.430643318898,1.21692671474324e-42
"int124_3",-103.802558654644,8.38964620956095e-43
"int134_2",-107.424695828877,2.24217476082622e-44
"full",-199.090950803993,3.47152859721128e-84
