"model","log_marginal","post_prob"
"null",-7.8602225667881,0.95528677833401
"int12_3",-11.5989414297084,0.0227210708206116
"int12_4",-11.643375640253,0.0217335796412502
"x1",-16.2720297123604,0.000212291370509909
"int14_2",-18.9242483936475,1.49654025290382e-05
"int24_1",-19.0765586529084,1.28511175921788e-05
"main",-19.3262775977687,1.00112737687103e-05
"int12",-19.8363852937276,6.01107823269505e-06
"x2",-20.8454326284702,2.19143549036619e-06
"x3",-23.6053857338122,1.38706331864839e-07
"x4",-23.9279876762392,1.00459738507258e-07
"int23",-27.2471504494853,3.63494602476964e-09
"int14",-27.3063378130424,3.4260462467197e-09
"int24",-27.3849463047802,3.16704319585362e-09
"int23_4",-30.7664301977704,1.07669870687111e-10
"int34_2",-32.6332508617956,1.66473181068764e-11
"int24_3",-33.4197254412323,7.58198128961515e-12
"int124_3",-42.7485195656683,6.73502011768766e-16
"int123_4",-44.6204535843939,1.0360203413666e-16
"int234_1",-50.1726270118854,4.0187408398932e-19
"int13_2",-50.7688364113471,2.21390789046266e-19
"int23_1",-51.7408107303311,8.37599606863352e-20
"int13_4",-59.1366664482359,5.14111285755688e-23
"int34_1",-63.7195890997255,5.25677173521687e-25
"int14_3",-63.7887557976173,4.90546751230558e-25
"int13",-66.2684799246837,4.10913016662541e-26
"int34",-67.5706303863592,1.11746296514156e-26
"full",-93.0935338190205,9.19977097212293e-38
"int134_2",-112.860967953275,2.39270661269236e-46
