"rep","n","tau_label","tau_sd","seed","n_y0","n_y1","n_y01","true_model","chosen_model","correct","chosen_post_prob"
1,50,"big",0.7071068,150301,0,1,1,"int12_3","int12_3",1,0.763938895385564
2,50,"big",0.7071068,150302,1,0,1,"int12_3","null",0,0.999193109582822
3,50,"big",0.7071068,150303,1,0,1,"int12_3","main",0,0.519212167393855
4,50,"big",0.7071068,150304,6,0,6,"int12_3","x2",0,0.528827324098737
5,50,"big",0.7071068,150305,0,0,0,"int12_3","null",0,0.995190183406933
6,50,"big",0.7071068,150306,0,0,0,"int12_3","null",0,0.999997944606367
7,50,"big",0.7071068,150307,1,0,1,"int12_3","null",0,0.999559085213951
8,50,"big",0.7071068,150308,1,0,1,"int12_3","x1",0,0.707792137038137
9,50,"big",0.7071068,150309,0,1,1,"int12_3","null",0,0.958052155712602
10,50,"big",0.7071068,150310,0,0,0,"int12_3","null",0,0.999529381760486
11,50,"big",0.7071068,150311,2,0,2,"int12_3","null",0,0.774227101948744
12,50,"big",0.7071068,150312,1,0,1,"int12_3","null",0,0.990347579004152
13,50,"big",0.7071068,150313,1,1,2,"int12_3","x2",0,0.524356819932045
14,50,"big",0.7071068,150314,1,0,1,"int12_3","null",0,0.879681006903468
15,50,"big",0.7071068,150315,1,0,1,"int12_3","null",0,0.994051523382011
16,50,"big",0.7071068,150316,1,0,1,"int12_3","null",0,0.95528677833401
17,50,"big",0.7071068,150317,0,2,2,"int12_3","x1",0,0.745980213692303
18,50,"big",0.7071068,150318,0,0,0,"int12_3","null",0,0.859507838799041
19,50,"big",0.7071068,150319,1,1,2,"int12_3","int12_3",1,0.826568876487432
20,50,"big",0.7071068,150320,2,0,2,"int12_3","int23_1",0,0.816011616824158
21,50,"big",0.7071068,150321,1,0,1,"int12_3","null",0,0.861835993784033
22,50,"big",0.7071068,150322,1,0,1,"int12_3","null",0,0.996269936942565
23,50,"big",0.7071068,150323,0,0,0,"int12_3","null",0,0.999929973211616
24,50,"big",0.7071068,150324,1,0,1,"int12_3","null",0,0.999768442550289
25,50,"big",0.7071068,150325,1,0,1,"int12_3","null",0,0.995387576254386
26,50,"big",0.7071068,150326,0,0,0,"int12_3","null",0,0.999938907891814
27,50,"big",0.7071068,150327,0,0,0,"int12_3","null",0,0.999772298714781
28,50,"big",0.7071068,150328,0,0,0,"int12_3","null",0,0.999923990560926
29,50,"big",0.7071068,150329,1,0,1,"int12_3","null",0,0.931411367804286
30,50,"big",0.7071068,150330,1,0,1,"int12_3","null",0,0.999858748398355
31,50,"big",0.7071068,150331,0,0,0,"int12_3","null",0,0.812873527430882
32,50,"big",0.7071068,150332,0,0,0,"int12_3","null",0,0.999783016273341
33,50,"big",0.7071068,150333,0,0,0,"int12_3","x1",0,0.979023149783568
34,50,"big",0.7071068,150334,1,0,1,"int12_3","null",0,0.999946169576457
35,50,"big",0.7071068,150335,1,1,2,"int12_3","x3",0,0.424654293510387
36,50,"big",0.7071068,150336,2,0,2,"int12_3","int12_3",1,0.758105745101641
37,50,"big",0.7071068,150337,2,0,2,"int12_3","null",0,0.953088750875917
38,50,"big",0.7071068,150338,0,2,2,"int12_3","int12_3",1,0.66700083763179
39,50,"big",0.7071068,150339,0,0,0,"int12_3","null",0,0.999984738773784
40,50,"big",0.7071068,150340,4,0,4,"int12_3","null",0,0.577948015427491
41,50,"big",0.7071068,150341,0,0,0,"int12_3","null",0,0.999988461739233
42,50,"big",0.7071068,150342,4,0,4,"int12_3","int12_3",1,0.506767937453759
43,50,"big",0.7071068,150343,3,1,4,"int12_3","int12_4",0,0.558785147288986
44,50,"big",0.7071068,150344,0,0,0,"int12_3","null",0,0.999994997420856
45,50,"big",0.7071068,150345,0,1,1,"int12_3","int12_3",1,0.999625764751274
46,50,"big",0.7071068,150346,2,0,2,"int12_3","int12_4",0,0.593024714209833
47,50,"big",0.7071068,150347,0,0,0,"int12_3","x2",0,0.979282792404375
48,50,"big",0.7071068,150348,2,0,2,"int12_3","x1",0,0.976358358150187
49,50,"big",0.7071068,150349,0,0,0,"int12_3","null",0,0.999979185663919
50,50,"big",0.7071068,150350,2,0,2,"int12_3","null",0,0.6395985751339
