"model","log_marginal","post_prob","rep","n","tau_label","tau_sd","seed","true_model","chosen_model","correct"
"int12_3",-4.53628817707679,0.763938895385564,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"int12_4",-5.7248028929956,0.232751902513293,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"x1",-10.3310115867117,0.0023251031333165,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"null",-11.5212149214301,0.000707202000962683,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"int12",-12.458891298868,0.000276895440358519,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"x2",-24.7742280193712,1.24117501264143e-09,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"x4",-26.6386300429102,1.9236830259253e-10,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"x3",-27.366199689024,9.29295919950823e-11,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"int123_4",-35.8208467486974,1.97855198691142e-14,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"int124_3",-36.2419668429233,1.29854598209307e-14,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"int23_1",-42.2195528667101,3.29173380507475e-17,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"int13_2",-42.7964733970905,1.84872070302844e-17,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"int13_4",-46.7532553034849,3.53559699968432e-19,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"main",-54.2667480951453,1.92927571431304e-22,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"int14_2",-55.2659584461353,7.10301539159911e-23,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"int24_1",-55.2665940546907,7.09850208874532e-23,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"int23_4",-57.0265187012928,1.22135285482616e-23,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"int13",-57.0848824234544,1.15211043294355e-23,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"int23",-57.117377896596,1.11527381244946e-23,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"int34_1",-57.1764258011675,1.05132580794103e-23,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"int14_3",-57.1989890485375,1.02787009727141e-23,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
"int14",-69.9504594966766,2.97882493116257e-29,1,50,"big",0.7071068,150301,"int12_3","int12_3",1
