"model","log_marginal","post_prob"
"int12_3",7.44416860241828,0.826568876487432
"null",5.50089376254496,0.118392859108632
"int12_4",4.69812509440935,0.0530502586646313
"x2",1.06359252423934,0.00140032894640932
"int12",-0.242217486212972,0.000379423288959003
"x4",-1.20308392524795,0.000145152657687037
"x3",-2.52860925539385,3.85617429648706e-05
"x1",-2.98359203817042,2.44658406948234e-05
"int14_2",-9.2650312434251,4.57684029467507e-08
"int23_1",-10.3398733286127,1.56231201167329e-08
"main",-11.0124940821978,7.9735604318977e-09
"int13_2",-11.7557400185928,3.79196815295467e-09
"int34",-15.8687506810165,6.20307234879311e-11
"int14",-16.4367938751469,3.51486639755259e-11
"int23",-18.2211496372762,5.90164335086905e-12
"int13",-19.4746410866337,1.68495590920209e-12
"int34_2",-21.1678418587614,3.0991370993126e-13
"int34_1",-21.5092473685174,2.20277561408281e-13
"int14_3",-21.6587497639664,1.89689020770997e-13
"int124_3",-23.6065926411209,2.70461082182975e-14
"int123_4",-24.1902784486767,1.50873600992672e-14
"int13_4",-24.7017184007093,9.04685661233165e-15
"int234_1",-34.0330075822952,8.01623252966223e-19
"int134_2",-37.6544104065607,2.1439519269844e-20
"int24_1",-41.9413970467279,2.94713751879539e-22
"int24_3",-52.5081702475275,7.59117684046725e-27
"int23_4",-55.602880645542,3.43790173941765e-28
"int24",-55.8908559336787,2.57767038035824e-28
"full",-74.3188415799676,2.5589093571216e-36
