"model","log_marginal","post_prob"
"null",-1.75215851235929,0.999858748398355
"int12_3",-10.8842251550107,0.000108126588203808
"x3",-12.3252897926735,2.55909306202966e-05
"x1",-13.6401238721179,6.87164783239112e-06
"x2",-16.2098069710867,5.26092007498834e-07
"x4",-17.800294483143,1.07231345139312e-07
"int12",-19.1041451256244,2.91116361544683e-08
"int124_3",-39.007397892633,6.60988290609614e-17
"int123_4",-43.560242239144,6.96495940316534e-19
"int13_2",-47.688792671339,1.1217909148372e-20
"int12_4",-48.2164184577601,6.61861243420508e-21
"main",-49.5487296859955,1.74643142047499e-21
"int23_1",-49.8112828850748,1.34315499253938e-21
"int13_4",-52.5056645621369,9.07759988210184e-23
"int34_1",-52.6384811447969,7.94857959054198e-23
"int24_1",-52.7197196696882,7.32838174439613e-23
"int14_3",-54.9458484700263,7.91065838327919e-24
"int14_2",-55.4461645288051,4.79654061960458e-24
"int34_2",-56.2232079473432,2.20527349516266e-24
"int24_3",-57.1198373130925,8.99624495040172e-25
"int23_4",-58.6854410417129,1.87987170768247e-25
"int24",-61.737110859374,8.88801644200297e-27
"int13",-62.8426766157385,2.94214276019551e-27
"int34",-63.32844835816,1.81007160172605e-27
"int14",-65.3585696928144,2.37697854391975e-28
"int23",-65.3663825976126,2.35847979542836e-28
"full",-91.7138765205667,8.51257472731112e-40
"int234_1",-107.189056253206,1.6191078299713e-46
"int134_2",-107.822863302217,8.59046888323713e-47
