"model","log_marginal","post_prob"
"null",-4.38067585353592,0.859507838799041
"x2",-6.45203368109211,0.108310501645698
"x3",-7.72630854876868,0.0302872626556908
"x4",-10.5630765180601,0.00177528199448658
"x1",-13.334492672052,0.000111085303418353
"int12_3",-16.0969380119259,7.01361363631893e-06
"int12_4",-18.0444019506277,1.00038920257642e-06
"main",-23.5094038678599,4.23398016754133e-09
"int13_2",-23.7589265817453,3.29900126178457e-09
"int23_1",-24.0405586217366,2.48926561870849e-09
"int24_1",-24.1048974293116,2.33415263293072e-09
"int12",-24.2861747637056,1.94715940034871e-09
"int24_3",-25.3739042473576,6.56155227403021e-10
"int14_2",-25.9688458530421,3.61931794976369e-10
"int34_2",-27.0717166088604,1.20131265799062e-10
"int13_4",-27.5641222463161,7.34187526829079e-11
"int23_4",-27.7722312957372,5.9624725159374e-11
"int24",-29.8282053347846,7.63006451472864e-12
"int34_1",-30.0764149967069,5.95294847445114e-12
"int14_3",-30.5543889716863,3.69105625021497e-12
"int34",-31.123700736834,2.08882331158078e-12
"int13",-31.3697968612836,1.6331403790021e-12
"int14",-31.4357956962832,1.52883489559694e-12
"int23",-31.4675294760261,1.48108090055639e-12
"int234_1",-47.1963133996805,2.1860229465016e-19
"int124_3",-47.6634390230765,1.37020212209049e-19
"int123_4",-49.2959968834565,2.67777304557059e-20
"int134_2",-50.5585420909615,7.57630323963435e-21
"full",-100.626640060155,1.36508181574386e-42
