"model","log_marginal","post_prob"
"x2",73.9282534562863,0.528827324098737
"null",73.7854835492266,0.458468713184583
"int12_3",69.9079717262522,0.00949134403520868
"int12_4",67.7373886932813,0.001083067395102
"x1",67.6745105031931,0.00101706294299885
"int23_1",66.9095658289664,0.000473300082282648
"x4",66.1015272895441,0.000210964752833331
"x3",65.7500134278938,0.000148439461682724
"int24_1",65.5286176902339,0.000118959306450536
"int14_2",65.0257847456666,7.19483519413742e-05
"main",64.6524157333806,4.95300479735462e-05
"int13_2",64.3557536494526,3.68154440072787e-05
"int12",61.5741791499871,2.2803819064807e-06
"int23",58.8554525698506,1.50411012557542e-07
"int24",57.3542691687904,3.35215404119049e-08
"int34",57.3453265939914,3.32231078957385e-08
"int14",56.8954867513984,2.11873819231215e-08
"int13",56.2956441598383,1.16297122085633e-08
"int23_4",52.4911368474885,2.58995629553754e-10
"int24_3",52.383243181441,2.32506346446717e-10
"int34_2",50.8416004745564,4.97631531863049e-11
"int34_1",45.0116985378011,1.46222313171458e-13
"int14_3",44.4006587051197,7.93674491493447e-14
"int13_4",43.8419623914029,4.53945480187717e-14
"int124_3",40.0240589744911,9.97491744175763e-16
"int123_4",39.825550038972,8.17895793513656e-16
"int234_1",36.1798163164923,2.13489213086975e-17
"int134_2",34.3681929678379,3.48817217023512e-18
"full",-8.82432728209127,6.08589855357899e-37
