"rep","n","tau_label","tau_sd","tau_var","seed","n_y0","n_y1","n_y01","best_model","best_formula","log_marginal","tau_map","correct","chosen_post_prob","error"
1,50,"big",0.7071068,0.50000002660624,150301,0,1,1,"int12_3","~x1 * x2 + x3",-4.53628817707679,NA,1,0.763938895385564,NA
2,50,"big",0.7071068,0.50000002660624,150302,1,0,1,"null","~1",-5.06690927337431,NA,0,0.999193109582822,NA
3,50,"big",0.7071068,0.50000002660624,150303,1,0,1,"main","~x1 + x2 + x3 + x4",-4.27323337217459,NA,0,0.519212167393855,NA
4,50,"big",0.7071068,0.50000002660624,150304,6,0,6,"x2","~x2",73.9282534562863,NA,0,0.528827324098737,NA
5,50,"big",0.7071068,0.50000002660624,150305,0,0,0,"null","~1",-9.74847032698529,NA,0,0.995190183406933,NA
6,50,"big",0.7071068,0.50000002660624,150306,0,0,0,"null","~1",-0.345936183800923,NA,0,0.999997944606367,NA
7,50,"big",0.7071068,0.50000002660624,150307,1,0,1,"null","~1",-6.5044833826112,NA,0,0.999559085213951,NA
8,50,"big",0.7071068,0.50000002660624,150308,1,0,1,"x1","~x1",2.30026339405682,NA,0,0.707792137038137,NA
9,50,"big",0.7071068,0.50000002660624,150309,0,1,1,"null","~1",-8.03964949889873,NA,0,0.958052155712602,NA
10,50,"big",0.7071068,0.50000002660624,150310,0,0,0,"null","~1",-8.68212929431205,NA,0,0.999529381760486,NA
11,50,"big",0.7071068,0.50000002660624,150311,2,0,2,"null","~1",17.1644555983771,NA,0,0.774227101948744,NA
12,50,"big",0.7071068,0.50000002660624,150312,1,0,1,"null","~1",3.3982414563049,NA,0,0.990347579004152,NA
13,50,"big",0.7071068,0.50000002660624,150313,1,1,2,"x2","~x2",-5.81143474456189,NA,0,0.524356819932045,NA
14,50,"big",0.7071068,0.50000002660624,150314,1,0,1,"null","~1",0.467582352876079,NA,0,0.879681006903468,NA
15,50,"big",0.7071068,0.50000002660624,150315,1,0,1,"null","~1",-2.31257751966716,NA,0,0.994051523382011,NA
16,50,"big",0.7071068,0.50000002660624,150316,1,0,1,"null","~1",-7.8602225667881,NA,0,0.95528677833401,NA
17,50,"big",0.7071068,0.50000002660624,150317,0,2,2,"x1","~x1",8.59434219197208,NA,0,0.745980213692303,NA
