"model","log_marginal","post_prob","rep","n","tau_label","tau_sd","seed","true_model","chosen_model","correct"
"int12_3",29.8528071227298,0.997171175123522,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int12_4",23.6688663987934,0.00205645108219308,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int13_2",21.47791737782,0.000229933003990085,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"main",21.4421666699531,0.00022185794099652,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int23_1",21.2064183330705,0.000175263215895241,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int12",20.9705158288329,0.000138432996738011,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"x1",17.3360454146801,3.65434187836978e-06,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int24_1",16.4673661877469,1.53301562062669e-06,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int14_2",16.3166157717458,1.31848898609577e-06,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"x2",13.7815452037399,1.04498329370648e-07,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"null",13.4087252595019,7.19773250932716e-08,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int34",13.3664688295551,6.8999186191972e-08,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int13",12.7534429874502,3.73774980936587e-08,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int24",12.7348982609395,3.66907302566188e-08,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int14",12.588695977022,3.17001641047377e-08,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int23",12.5168871162492,2.95036208621229e-08,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"x3",5.60739749065311,2.9452495704368e-11,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"x4",4.85443586656358,1.38712315979469e-11,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int123_4",-4.30973582199585,1.45266618549633e-15,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int124_3",-4.88449643663961,8.17618037690161e-16,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int34_1",-7.01539821523593,9.70759345208803e-17,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int13_4",-7.04412282474011,9.43271343168008e-17,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int14_3",-7.49436893166963,6.01308358656458e-17,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int34_2",-9.02814109958388,1.29714477881471e-17,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int24_3",-9.64833120722176,6.97659175572612e-18,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int23_4",-9.71858463533155,6.50328271354343e-18,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int234_1",-10.7526138778598,2.31238125463725e-18,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int134_2",-11.6913396249611,9.04432225446775e-19,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"full",-60.1989790372151,7.75846671387397e-40,1,100,"medium",0.4472136,200201,"int12_3","int12_3",1
"int12_3",13.0132593247261,0.938808538617212,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int12_4",10.2771359477446,0.0608546468517809,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int12",4.17711304528059,0.000136485797107715,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"main",3.40257861394777,6.29088043315532e-05,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int23_1",3.16535324967227,4.96233139747426e-05,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int13_2",3.12571920981788,4.76950072810514e-05,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"x1",2.16561335039559,1.82601458736353e-05,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"x2",1.36720410531286,8.21787466239896e-06,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int14_2",1.31215018311734,7.77767691498119e-06,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int24_1",0.854210590064884,4.92004709937822e-06,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"null",-0.894602827259629,8.55991088246338e-07,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int34",-4.70087527953057,1.90294449330888e-08,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int14",-4.70503868108916,1.89503824111141e-08,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int13",-5.25138817601546,1.09734049813551e-08,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int24",-5.29598032766479,1.04948269544367e-08,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int23",-5.33820107880237,1.00609512073643e-08,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"x4",-9.34231357729863,1.83516483923067e-10,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"x3",-9.36090276422183,1.80136573918344e-10,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int123_4",-20.1870341892905,3.579915372239e-15,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int124_3",-20.6603427539824,2.23006469531201e-15,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int14_3",-20.9970845278247,1.59247406490818e-15,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int34_1",-21.3831297288178,1.08246800250027e-15,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int34_2",-22.2559092962597,4.52242858500335e-16,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int24_3",-22.959298911094,2.23817215894042e-16,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int13_4",-22.9639461202938,2.22779503569988e-16,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int23_4",-22.9751964600899,2.20287204349275e-16,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int234_1",-24.5516824675863,4.55334017841691e-17,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"int134_2",-26.5443975087288,6.20733166877145e-18,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
"full",-71.5070740529667,1.84443194885569e-37,2,100,"medium",0.4472136,200202,"int12_3","int12_3",1
