"model","log_marginal","post_prob"
"int12_3",32.8087346994026,0.960412751463366
"int12_4",29.6123946271963,0.0392920838288723
"int12",24.5829959981318,0.00025707804586763
"x1",22.6504246443088,3.72185899163185e-05
"main",18.4642738478589,5.6589743295509e-07
"int13_2",17.0231582942079,1.33927323954215e-07
"int23_1",16.6325479431387,9.06210878056116e-08
"int14_2",16.3353959704096,6.73252243121082e-08
"int24_1",14.0218804205301,6.65933360737165e-09
"int14",12.9850639190949,2.36127781409284e-09
"null",11.84045340673,7.51707800875968e-10
"int34",10.4732746031554,1.91553833155683e-10
"int13",10.1955737463761,1.45106510134572e-10
"int24",9.85027885025148,1.02737082662811e-10
"int23",9.6604108917986,8.49705878098827e-11
"x3",6.30068780637058,2.95229278997428e-12
"x2",5.03863679141605,8.35713916556388e-13
"int124_3",3.81110387647671,2.44876361077568e-13
"x4",3.45766026722382,1.71968242863326e-13
"int123_4",-0.0123070648469152,5.35131589946076e-15
"int34_1",-0.109425823971549,4.85604215171146e-15
"int14_3",-0.254235875272986,4.20138268890059e-15
"int13_4",-1.08657099287305,1.82773695532663e-15
"int134_2",-7.75931577278321,2.31194477487698e-18
"int34_2",-14.7525664302452,2.12249797628793e-21
"int234_1",-14.7739548750541,2.07758308751306e-21
"int23_4",-16.1228304741677,5.39199116363868e-22
"int24_3",-16.155807096824,5.21708132386187e-22
"full",-50.9543052648216,4.02375819012444e-37
