"model","log_marginal","post_prob"
"int12_3",14.8943867114683,0.995801055119907
"int12_4",9.39020381690915,0.00405262410805448
"int12",6.01072893652452,0.000138054011713955
"x1",3.19484497482109,8.26277953282668e-06
"int23_1",-5.59040485956182,1.26398127396242e-09
"int13_2",-5.73084136977539,1.09837297422968e-09
"main",-5.73282106257241,1.09620068410717e-09
"null",-6.6733564048246,4.27977324668203e-10
"int14_2",-8.45921647729033,7.17515991334372e-11
"int24_1",-9.86253107785555,1.76351759578318e-11
"int14",-12.0808250054337,1.91861124383531e-12
"int24",-12.3296346220607,1.49599568799977e-12
"x2",-13.6576038049648,3.96461165598487e-13
"int34",-13.852313207527,3.26316800677014e-13
"int23",-14.2470551548547,2.19889850930562e-13
"x3",-14.2579583082717,2.17505380894195e-13
"int13",-14.3578456109935,1.96829188121128e-13
"x4",-15.2033662909118,8.4505414338823e-14
"int14_3",-17.2744549766012,1.06517790125449e-14
"int124_3",-18.8686624655758,2.16305036753626e-15
"int34_1",-19.0691984688893,1.77000687250351e-15
"int13_4",-19.3961203283464,1.27642291729057e-15
"int123_4",-20.7712602223159,3.22685109625127e-16
"int234_1",-34.040299789412,5.57324661737645e-22
"int134_2",-36.54853674406,4.53727176286249e-23
"int34_2",-37.4598237381366,1.82401279066522e-23
"int23_4",-38.1541305511835,9.10949416060488e-24
"int24_3",-38.4024248389562,7.10659265537215e-24
"full",-76.7749682467096,1.5370130827276e-40
