"rep","n","tau_label","tau_sd","seed","n_y0","n_y1","n_y01","true_model","chosen_model","correct","chosen_post_prob"
1,100,"medium",0.4472136,200201,1,0,1,"int12_3","int12_3",1,0.997171175123522
2,100,"medium",0.4472136,200202,1,0,1,"int12_3","int12_3",1,0.938808538617212
3,100,"medium",0.4472136,200203,2,0,2,"int12_3","int12_3",1,0.999070366496485
4,100,"medium",0.4472136,200204,0,1,1,"int12_3","x1",0,0.96577668480585
5,100,"medium",0.4472136,200205,4,0,4,"int12_3","int12_3",1,0.999740086592848
6,100,"medium",0.4472136,200206,1,0,1,"int12_3","int12_3",1,0.97417015806494
7,100,"medium",0.4472136,200207,0,2,2,"int12_3","int12_3",1,0.999584224889369
8,100,"medium",0.4472136,200208,2,1,3,"int12_3","int12_3",1,0.999589258848097
9,100,"medium",0.4472136,200209,1,0,1,"int12_3","int12_3",1,0.845060985628891
10,100,"medium",0.4472136,200210,0,2,2,"int12_3","int12_3",1,0.993377606483462
11,100,"medium",0.4472136,200211,2,1,3,"int12_3","int12_3",1,0.998231892646697
12,100,"medium",0.4472136,200212,3,1,4,"int12_3","int12_3",1,0.988291640006876
13,100,"medium",0.4472136,200213,1,2,3,"int12_3","int12_3",1,0.99978292902027
14,100,"medium",0.4472136,200214,0,3,3,"int12_3","int12_3",1,0.639458816100811
15,100,"medium",0.4472136,200215,2,0,2,"int12_3","int12_3",1,0.999815186480067
16,100,"medium",0.4472136,200216,1,1,2,"int12_3","int12_3",1,0.994539354600673
17,100,"medium",0.4472136,200217,2,0,2,"int12_3","int12_3",1,0.998846746716718
18,100,"medium",0.4472136,200218,0,0,0,"int12_3","int12_3",1,0.995482193408004
19,100,"medium",0.4472136,200219,2,0,2,"int12_3","int12_3",1,0.998269989760511
20,100,"medium",0.4472136,200220,1,0,1,"int12_3","int12_3",1,0.997792561371843
21,100,"medium",0.4472136,200221,0,1,1,"int12_3","int12_3",1,0.997114153327795
22,100,"medium",0.4472136,200222,3,1,4,"int12_3","int12_3",1,0.900235217912826
23,100,"medium",0.4472136,200223,1,0,1,"int12_3","int12_3",1,0.992644715742919
24,100,"medium",0.4472136,200224,2,0,2,"int12_3","int12_3",1,0.993163997903349
25,100,"medium",0.4472136,200225,2,0,2,"int12_3","int12_3",1,0.999826229134106
26,100,"medium",0.4472136,200226,3,0,3,"int12_3","int12_3",1,0.999304244473132
27,100,"medium",0.4472136,200227,3,0,3,"int12_3","int12_3",1,0.999486134486665
28,100,"medium",0.4472136,200228,0,0,0,"int12_3","int12_3",1,0.999272257392929
29,100,"medium",0.4472136,200229,1,0,1,"int12_3","int12_3",1,0.995801055119907
30,100,"medium",0.4472136,200230,2,1,3,"int12_3","int12_3",1,0.982935907183583
31,100,"medium",0.4472136,200231,0,1,1,"int12_3","int12_3",1,0.963905473054886
32,100,"medium",0.4472136,200232,2,1,3,"int12_3","int12_3",1,0.960412751463366
33,100,"medium",0.4472136,200233,1,0,1,"int12_3","int12_3",1,0.544226099070279
34,100,"medium",0.4472136,200234,1,1,2,"int12_3","int12_3",1,0.995379354272575
35,100,"medium",0.4472136,200235,0,1,1,"int12_3","int12_3",1,0.999676373777635
36,100,"medium",0.4472136,200236,1,0,1,"int12_3","int12_3",1,0.99847397620531
37,100,"medium",0.4472136,200237,7,0,7,"int12_3","int12_3",1,0.999681774215499
38,100,"medium",0.4472136,200238,1,0,1,"int12_3","int12_3",1,0.999522328712504
39,100,"medium",0.4472136,200239,1,0,1,"int12_3","int12_3",1,0.999740264681815
40,100,"medium",0.4472136,200240,0,1,1,"int12_3","int12_3",1,0.99946962453677
41,100,"medium",0.4472136,200241,4,0,4,"int12_3","int12_3",1,0.74390313664771
42,100,"medium",0.4472136,200242,1,0,1,"int12_3","int12_3",1,0.990010909233304
43,100,"medium",0.4472136,200243,0,2,2,"int12_3","int12_3",1,0.999655488066812
44,100,"medium",0.4472136,200244,2,0,2,"int12_3","int12_3",1,0.999768494557433
45,100,"medium",0.4472136,200245,0,0,0,"int12_3","int12_3",1,0.995392107873501
46,100,"medium",0.4472136,200246,3,0,3,"int12_3","int12_3",1,0.999613218493681
47,100,"medium",0.4472136,200247,3,1,4,"int12_3","int12_3",1,0.987148072972946
48,100,"medium",0.4472136,200248,2,0,2,"int12_3","int12_3",1,0.999806727518459
49,100,"medium",0.4472136,200249,2,0,2,"int12_3","int12_3",1,0.999668420990834
50,100,"medium",0.4472136,200250,3,0,3,"int12_3","int12_3",1,0.975841467153891
