"model","log_marginal","post_prob"
"int12_3",35.6012453957411,0.993163997903349
"int12_4",30.5971337893725,0.00666442846337111
"int12",26.9334099084385,0.000170855060226213
"int13_2",21.0467655308993,4.74341011946551e-07
"main",19.9316707979145,1.5552893080822e-07
"int23_1",19.3191269582712,8.4292081219547e-08
"int14_2",15.5158679950358,1.87954356285456e-09
"x1",15.0001423887396,1.12221381550945e-09
"int24_1",14.9914945965878,1.1125509849771e-09
"int14",12.6249944938112,1.04366708386443e-10
"int13",12.5274650162076,9.46684949163182e-11
"int34",11.7315567232708,4.27117034801534e-11
"int24",11.3486230659059,2.91233224371125e-11
"int23",11.1472525941686,2.38115043458243e-11
"x2",8.55699260988661,1.78587565055644e-12
"null",6.42747526758175,2.12331087974383e-13
"x3",4.71131231585279,3.81674798583014e-14
"int124_3",1.59692049558932,1.69484623544668e-15
"int123_4",1.29685592877894,1.25549190674778e-15
"x4",-1.91407849604336,5.06200785825116e-17
"int14_3",-4.44544440560095,4.02684180679897e-18
"int13_4",-4.51506764646315,3.75601726167828e-18
"int34_1",-4.57066006312468,3.55290912748818e-18
"int34_2",-10.1424233610492,1.35144397035572e-20
"int24_3",-10.3696346491165,1.07676625417984e-20
"int23_4",-10.3899810193692,1.0550793424126e-20
"int134_2",-10.8390928366122,6.73346079782214e-21
"int234_1",-13.4078052589671,5.16013074096425e-22
"full",-54.2983468813452,8.99754685111517e-40
