"model","log_marginal","post_prob"
"int12_3",27.2988855321486,0.995379354272575
"int12_4",21.7095489910371,0.00372023702986649
"int12",20.2897091758981,0.000899377491418533
"x2",13.518676391043,1.03114523473826e-06
"int23_1",2.80498431702932,2.29309733998489e-11
"main",2.57907069942963,1.82940327840844e-11
"int13_2",2.2466150818501,1.31197576522837e-11
"null",1.21893911090637,4.69474285305002e-12
"int24_1",0.136764179006487,1.59084991137831e-12
"int124_3",-2.73238313206878,9.02764272247601e-14
"int24",-2.77122261944302,8.68373552759306e-14
"int14_2",-3.42764467696149,4.50428758084167e-14
"int23",-4.70735969659071,1.25271690830695e-14
"int34",-4.92461446357404,1.00809252114233e-14
"x3",-5.12058223822666,8.28691090494555e-15
"int14",-5.35314179812887,6.56739799534256e-15
"int13",-5.6177534879463,5.04050371683833e-15
"int123_4",-5.9509720225565,3.6120933740849e-15
"int24_3",-6.16797258921898,2.90748056116833e-15
"x4",-6.20265952794013,2.80835802807796e-15
"x1",-7.6620159943076,6.5262245593989e-16
"int34_2",-8.09140315591836,4.24797095222732e-16
"int23_4",-8.69475004568365,2.32354620702139e-16
"int234_1",-25.7513552512937,9.08995624371803e-24
"int13_4",-26.1842889325671,5.89577747940108e-24
"int14_3",-27.7144788258157,1.27640370738757e-24
"int134_2",-28.4305311857878,6.23749870214899e-25
"int34_1",-29.1762967765351,2.9588884147815e-25
"full",-60.5100828613181,7.29521664587336e-39
