"model","log_marginal","post_prob"
"null",-12.4320622322212,0.694465533707868
"int12_3",-13.4331400950925,0.255204368839496
"x1",-15.2844388789933,0.0400755285207911
"x2",-16.7953426312066,0.00884508674223691
"int12_4",-19.8039194591628,0.000436610103650889
"x4",-20.1606546004086,0.000305608675182635
"int13_2",-20.4549244583388,0.000227701505845944
"x3",-20.5985579455759,0.000197236220472829
"int23_1",-21.2907244948185,9.87148656767233e-05
"main",-21.554745189216,7.58088359760669e-05
"int12",-21.8251528305229,5.78473251075301e-05
"int24_1",-24.2415441384555,5.16247391877084e-06
"int14_2",-24.3614758686629,4.57901622039393e-06
"int24",-28.7623441598075,5.61693460336873e-08
"int14",-28.8013716308362,5.40194243906444e-08
"int13",-28.826752524251,5.2665616243008e-08
"int34",-29.5395686605449,2.58199297101683e-08
"int23",-29.5934183886724,2.44663067165263e-08
"int13_4",-36.7132707652766,1.97904567139228e-11
"int34_2",-38.7352503400485,2.62012037819002e-12
"int34_1",-39.2815701913199,1.51725140434644e-12
"int24_3",-39.5415479008512,1.16990517882818e-12
"int23_4",-39.7297108669061,9.6924267071915e-13
"int14_3",-39.8452225835083,8.63508117393345e-13
"int124_3",-46.3249839842484,1.3247740245366e-15
"int123_4",-46.3409002925162,1.30385542779917e-15
"int134_2",-50.4436672123016,2.1548666780518e-17
"int234_1",-51.942432206647,4.81409923969009e-18
"full",-102.416897553816,5.77741096646989e-40
