"model","log_marginal","post_prob"
"null",-11.554673245597,0.977572060655574
"x2",-15.618524094,0.0167973504066318
"x1",-17.112693777823,0.00376991131102864
"x3",-18.0508061932842,0.0014754146379998
"x4",-19.5492429709209,0.000329724534570234
"int12_3",-21.4607138314094,4.87539734921155e-05
"int12_4",-23.4394473341828,6.73995466661104e-06
"int23_1",-29.6532771199006,1.34904050018365e-08
"int14_2",-29.7398276775247,1.23719044847784e-08
"int12",-29.8731391851984,1.08277970320596e-08
"main",-31.2204697308389,2.81450409589873e-09
"int13_2",-31.255526339796,2.7175465572478e-09
"int24_1",-31.4453211570826,2.2477611018424e-09
"int14",-36.5599735386523,1.35046970204746e-11
"int34_2",-36.8174749318488,1.04388681223525e-11
"int23_4",-36.9221429449258,9.40148961216959e-12
"int24_3",-37.5331438518681,5.10319716881113e-12
"int34",-37.6821989437216,4.39651484906346e-12
"int23",-37.9023388857419,3.52779209099672e-12
"int24",-37.9773338486889,3.27290261928593e-12
"int14_3",-38.0689825098103,2.98628034510772e-12
"int34_1",-38.3417668398059,2.27332666800573e-12
"int13",-39.4961565643464,7.16665930799944e-13
"int13_4",-39.8625471731895,4.96815732017206e-13
"int123_4",-53.1687066759494,8.26806138364573e-19
"int124_3",-53.2971158528303,7.2717057246901e-19
"int234_1",-56.7394092678146,2.3263082458186e-20
"int134_2",-56.7890638833333,2.21361727091774e-20
"full",-100.753332938016,1.78510219170864e-39
