"rep","n","tau_label","tau_sd","tau_var","seed","n_y0","n_y1","n_y01","best_model","best_formula","log_marginal","tau_map","correct","chosen_post_prob","error"
1,50,"medium",0.4472136,0.20000000402496,150201,0,0,0,"null","~1",-8.57612857088245,NA,0,0.970740091098192,NA
2,50,"medium",0.4472136,0.20000000402496,150202,0,0,0,"null","~1",-12.4320622322212,NA,0,0.694465533707868,NA
3,50,"medium",0.4472136,0.20000000402496,150203,0,0,0,"null","~1",-11.7761874254837,NA,0,0.968321706829946,NA
4,50,"medium",0.4472136,0.20000000402496,150204,0,0,0,"null","~1",-10.2111758121221,NA,0,0.813601322889143,NA
5,50,"medium",0.4472136,0.20000000402496,150205,0,1,1,"x1","~x1",-7.34374714217441,NA,0,0.861179334064312,NA
6,50,"medium",0.4472136,0.20000000402496,150206,0,1,1,"null","~1",-4.51657298320642,NA,0,0.639459944274496,NA
7,50,"medium",0.4472136,0.20000000402496,150207,0,0,0,"null","~1",-7.78378919397562,NA,0,0.922506549753183,NA
8,50,"medium",0.4472136,0.20000000402496,150208,2,0,2,"x1","~x1",6.05146549802933,NA,0,0.94884647861041,NA
9,50,"medium",0.4472136,0.20000000402496,150209,0,0,0,"null","~1",-7.10265374827445,NA,0,0.701680106026952,NA
10,50,"medium",0.4472136,0.20000000402496,150210,1,1,2,"int12_3","~x1 * x2 + x3",0.692538747371316,NA,1,0.770268607281729,NA
11,50,"medium",0.4472136,0.20000000402496,150211,2,0,2,"null","~1",3.97392566416686,NA,0,0.629114028220825,NA
12,50,"medium",0.4472136,0.20000000402496,150212,1,0,1,"null","~1",-2.76255303617494,NA,0,0.84792498771979,NA
13,50,"medium",0.4472136,0.20000000402496,150213,0,0,0,"null","~1",-11.8928350812072,NA,0,0.987150932963841,NA
14,50,"medium",0.4472136,0.20000000402496,150214,1,0,1,"int12_4","~x1 * x2 + x4",-3.18267958093194,NA,0,0.932888620112007,NA
15,50,"medium",0.4472136,0.20000000402496,150215,1,0,1,"x1","~x1",-1.22263142190902,NA,0,0.940330752661775,NA
16,50,"medium",0.4472136,0.20000000402496,150216,1,0,1,"x1","~x1",-0.93353439005949,NA,0,0.676105938323793,NA
17,50,"medium",0.4472136,0.20000000402496,150217,0,1,1,"x1","~x1",-0.0975062512036828,NA,0,0.991962902714142,NA
18,50,"medium",0.4472136,0.20000000402496,150218,0,0,0,"null","~1",-9.59609174018271,NA,0,0.996949478002671,NA
19,50,"medium",0.4472136,0.20000000402496,150219,1,0,1,"null","~1",-6.51569302131958,NA,0,0.863721080202793,NA
20,50,"medium",0.4472136,0.20000000402496,150220,0,0,0,"null","~1",-11.2970945044762,NA,0,0.976258611833519,NA
