"model","log_marginal","post_prob"
"x1",-0.0975062512036828,0.991962902714142
"int12_3",-4.93980400706434,0.00782550252074272
"int12_4",-8.94469565495202,0.000142629674921862
"null",-9.70033071637776,6.69949017985045e-05
"int12",-13.2642424176795,1.89781803312721e-06
"x4",-17.6115586688899,2.45606077969637e-08
"x3",-17.8266427569381,1.98074823416349e-08
"x2",-18.4039343192178,1.11202547760836e-08
"int13_2",-18.6952963607702,8.30955583953271e-09
"main",-19.7049825861269,3.027447735883e-09
"int23_1",-20.0799983423033,2.08069958684451e-09
"int24_1",-20.2375684796599,1.77736874880853e-09
"int14_2",-20.5147695783127,1.34707145156377e-09
"int34_1",-22.6932143729825,1.52512021934192e-10
"int13_4",-22.7505694875025,1.44010802017885e-10
"int14_3",-24.1746229483728,3.46686163551369e-11
"int13",-26.709801415793,2.74740377101838e-12
"int34",-26.7510162197005,2.63647178588158e-12
"int24",-27.3304215159751,1.47703438311964e-12
"int14",-27.7908089713766,9.32066445765142e-13
"int23",-27.8394448097306,8.8781933217074e-13
"int124_3",-34.118863061652,1.66420913336131e-15
"int123_4",-38.440603989243,2.20952878647443e-17
"int34_2",-40.9221030949876,1.84755891293781e-18
"int24_3",-42.0682593956412,5.87257996076466e-19
"int23_4",-42.438207688099,4.05660233982709e-19
"int134_2",-48.7106963940895,7.65693929553015e-22
"int234_1",-49.1273427379924,5.04786807218004e-22
"full",-86.3604337712224,3.41178783230339e-38
