"model","log_marginal","post_prob"
"null",-8.85701601095987,0.604390840651806
"int12_3",-9.70657359350742,0.258439983097644
"x2",-10.4918110922707,0.117851575092635
"x3",-12.8122818776398,0.0115762456433224
"int23_1",-14.2543616516831,0.00273703559506491
"x4",-14.5824339708051,0.00197151664279356
"main",-14.8676067572601,0.00148235246545192
"x1",-15.2521179906265,0.00100916080180305
"int13_2",-16.4958240626381,0.000290954908960661
"int12",-17.2597791436833,0.000135532738284841
"int12_4",-18.0882831910963,5.91874291961317e-05
"int14_2",-18.3749613682282,4.44351577604984e-05
"int14",-20.6739896130315,4.45934882828822e-06
"int34",-21.3760101979671,2.20997713165995e-06
"int24_1",-21.6576465701924,1.66753384522083e-06
"int23",-21.7727802496706,1.48618452779663e-06
"int24",-22.8369613559336,5.12748919059593e-07
"int13",-22.8453442575908,5.08468561271592e-07
"int34_2",-23.3463980302368,3.08076957730171e-07
"int23_4",-26.1222412236205,1.91922474939957e-08
"int24_3",-27.209977592862,6.46737334702448e-09
"int34_1",-28.678223412142,1.48962473512882e-09
"int14_3",-30.376852791522,2.7250313870497e-10
"int13_4",-33.3149222038256,1.44339160703821e-11
"int124_3",-37.1381909621893,3.15471151542754e-13
"int123_4",-41.5820323700447,3.70701078186668e-15
"int234_1",-42.1153803579881,2.17467199166145e-15
"int134_2",-42.2459302089042,1.90851984968105e-15
"full",-89.2129856559299,7.64123698932127e-36
