"model","log_marginal","post_prob"
"null",-11.0005781454297,0.832963528675898
"int12_3",-13.2742105773478,0.0857432551824562
"x1",-13.6648332501983,0.0580169235504308
"x2",-14.7645517763549,0.0193175928469918
"int12_4",-16.6717857670325,0.00286847989602633
"x3",-18.2139525742292,0.000613616848604751
"x4",-18.8917998521077,0.000311538657113404
"int13_2",-19.9159421846702,0.00011187487931522
"int23_1",-21.6124327192353,2.05095486044464e-05
"int12",-21.7715513262155,1.74924954285906e-05
"int24_1",-22.5407816286008,8.10549035703586e-06
"main",-23.3544340667094,3.5926468530403e-06
"int14_2",-23.3966555906993,3.444117460495e-06
"int13",-28.3081662319871,2.53533869729558e-08
"int14",-29.1953069894597,1.04413258554601e-08
"int23",-30.1942938818754,3.84504259002093e-09
"int24",-30.3513295629616,3.28625624873324e-09
"int34",-30.8506900351336,1.99449029479306e-09
"int34_1",-33.8806501560257,9.63689143588809e-11
"int13_4",-34.0820498884557,7.87898319229026e-11
"int14_3",-34.5248361112913,5.06023353905073e-11
"int34_2",-35.9086016439541,1.26826154882518e-11
"int24_3",-37.2807660247081,3.21577316569523e-12
"int23_4",-37.6176125833626,2.29612118300671e-12
"int124_3",-44.5769184487969,2.18075396097907e-15
"int123_4",-47.2717236815438,1.47322007296678e-16
"int134_2",-49.7199926824907,1.27349695318602e-17
"int234_1",-52.0439888983176,1.24651978977486e-18
"full",-98.7311768235212,6.60254068876571e-39
