"model","log_marginal","post_prob"
"null",-8.37829658929015,0.996481113552394
"x1",-14.6575873108525,0.00186813286682637
"x4",-15.6274665470222,0.000708263010126888
"x2",-15.8926382880906,0.000543290282251003
"x3",-16.2039701565167,0.000397944241384673
"int12_3",-22.4736482261171,7.53243921159805e-07
"int12_4",-22.9558492462524,4.6507007245827e-07
"int24_1",-26.3044575002352,1.6339407592246e-08
"int14_2",-26.775723974271,1.0199241549918e-08
"main",-27.685095398879,4.10802318150943e-09
"int13_2",-27.7965131791126,3.67489350801e-09
"int23_1",-27.9221639180291,3.24097242490114e-09
"int12",-30.9256875949306,1.60790940984506e-10
"int24",-34.7903406050227,3.37181780822628e-12
"int14",-35.2260425025477,2.18092720632746e-12
"int34",-35.5764791761018,1.53620246136803e-12
"int13",-36.1753904482054,8.44004177057675e-13
"int23",-36.327971711604,7.24568409465236e-13
"int14_3",-36.9386122709654,3.9344277080163e-13
"int34_1",-37.279009140425,2.7992977033728e-13
"int24_3",-37.9656136474907,1.40883631965757e-13
"int13_4",-38.3252025652035,9.83315888205253e-14
"int34_2",-38.4602702777721,8.59080565219388e-14
"int23_4",-39.2620741875486,3.85314081324362e-14
"int124_3",-54.5423626995973,8.90573766317967e-21
"int123_4",-56.2491537421763,1.6159204100795e-21
"int134_2",-58.5702789989331,1.58623699897111e-22
"int234_1",-58.5904026598956,1.55463514237638e-22
"full",-106.04340884459,3.82868595316107e-43
