"model","log_marginal","post_prob","rep","n","tau_label","tau_sd","seed","true_model","chosen_model","correct"
"null",-8.57612857088245,0.970740091098192,1,50,"medium",0.4472136,150201,"int12_3","null",0
"x2",-12.1618099245528,0.026906755998073,1,50,"medium",0.4472136,150201,"int12_3","null",0
"x1",-15.0979171251561,0.00142799334967427,1,50,"medium",0.4472136,150201,"int12_3","null",0
"x3",-15.9534520769671,0.000606976778401093,1,50,"medium",0.4472136,150201,"int12_3","null",0
"x4",-16.7928967365239,0.000262183823571951,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int12_3",-18.4813402703919,4.84533917265275e-05,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int12_4",-20.3702383623361,7.3280118805004e-06,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int13_2",-25.0398669596102,6.87056151558646e-08,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int23_1",-25.2305400372647,5.67785067979904e-08,1,50,"medium",0.4472136,150201,"int12_3","null",0
"main",-25.2362548366463,5.64549544214869e-08,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int14_2",-26.6880372984055,1.3219071421569e-08,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int24_1",-26.7754709815549,1.21123659294694e-08,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int12",-26.9526021240855,1.01461646374962e-08,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int34",-32.1367984243314,5.68635617289276e-11,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int24",-33.1256249454603,2.11539833000244e-11,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int14",-33.3355291472773,1.71487283408455e-11,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int13",-33.5705858940028,1.35565154247868e-11,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int23",-33.7636297127034,1.11766128444942e-11,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int34_2",-34.2628093405566,6.7845219123269e-12,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int24_3",-35.3290511921969,2.33591102755486e-12,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int23_4",-35.3852464974657,2.20826396680448e-12,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int34_1",-37.2424638070649,3.44724187521258e-13,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int14_3",-38.2509959178391,1.25739528112041e-13,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int13_4",-38.4399952004869,1.04085559395285e-13,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int124_3",-50.6818522113457,5.02133888614814e-19,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int123_4",-51.8458823881479,1.56778913354707e-19,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int234_1",-55.7034460531901,3.31107514104905e-21,1,50,"medium",0.4472136,150201,"int12_3","null",0
"int134_2",-56.0038620691354,2.45188455926022e-21,1,50,"medium",0.4472136,150201,"int12_3","null",0
"full",-105.669314058071,6.60797328684297e-43,1,50,"medium",0.4472136,150201,"int12_3","null",0
"null",-12.4320622322212,0.694465533707868,2,50,"medium",0.4472136,150202,"int12_3","null",0
"int12_3",-13.4331400950925,0.255204368839496,2,50,"medium",0.4472136,150202,"int12_3","null",0
"x1",-15.2844388789933,0.0400755285207911,2,50,"medium",0.4472136,150202,"int12_3","null",0
"x2",-16.7953426312066,0.00884508674223691,2,50,"medium",0.4472136,150202,"int12_3","null",0
"int12_4",-19.8039194591628,0.000436610103650889,2,50,"medium",0.4472136,150202,"int12_3","null",0
"x4",-20.1606546004086,0.000305608675182635,2,50,"medium",0.4472136,150202,"int12_3","null",0
"int13_2",-20.4549244583388,0.000227701505845944,2,50,"medium",0.4472136,150202,"int12_3","null",0
"x3",-20.5985579455759,0.000197236220472829,2,50,"medium",0.4472136,150202,"int12_3","null",0
"int23_1",-21.2907244948185,9.87148656767233e-05,2,50,"medium",0.4472136,150202,"int12_3","null",0
"main",-21.554745189216,7.58088359760669e-05,2,50,"medium",0.4472136,150202,"int12_3","null",0
"int12",-21.8251528305229,5.78473251075301e-05,2,50,"medium",0.4472136,150202,"int12_3","null",0
"int24_1",-24.2415441384555,5.16247391877084e-06,2,50,"medium",0.4472136,150202,"int12_3","null",0
"int14_2",-24.3614758686629,4.57901622039393e-06,2,50,"medium",0.4472136,150202,"int12_3","null",0
"int24",-28.7623441598075,5.61693460336873e-08,2,50,"medium",0.4472136,150202,"int12_3","null",0
"int14",-28.8013716308362,5.40194243906444e-08,2,50,"medium",0.4472136,150202,"int12_3","null",0
"int13",-28.826752524251,5.2665616243008e-08,2,50,"medium",0.4472136,150202,"int12_3","null",0
