"model","log_marginal","post_prob"
"null",-7.10265374827445,0.701680106026952
"int12_3",-7.98011683443105,0.291784210692151
"x3",-12.3012781274851,0.00387619201213834
"x1",-12.9334488337929,0.00205995167796769
"x2",-14.8028856579154,0.000317666147314707
"x4",-15.1342189400914,0.0002280734435488
"int12",-16.5833772312553,5.35443031107921e-05
"int12_4",-22.6595508701945,1.22988523580012e-07
"main",-23.4745497946045,5.44396159052952e-08
"int13_2",-23.778684025507,4.01634706203636e-08
"int23_1",-23.8665307157011,3.67857742551826e-08
"int24",-28.3080910754885,4.33246183900622e-10
"int14",-28.6964791719404,2.9380551182438e-10
"int24_1",-28.834775866943,2.55857674022234e-10
"int34",-29.4555301079994,1.37533440059234e-10
"int14_3",-30.0047284755937,7.94135271106052e-11
"int14_2",-30.3124981546543,5.83756611195938e-11
"int34_1",-30.9653872785277,3.03868490398215e-11
"int13",-31.7924176994345,1.32895697273837e-11
"int23",-31.9456610232591,1.14014002033031e-11
"int13_4",-33.2000468641692,3.25226062609259e-12
"int34_2",-34.0581285715585,1.3788759308823e-12
"int24_3",-34.2645699173119,1.1216796828178e-12
"int23_4",-35.3811534517204,3.67233917804834e-13
"int123_4",-41.3404540543025,9.48094043776036e-16
"int124_3",-41.5400794888692,7.765245552399e-16
"int234_1",-50.6102592635335,8.93359309645483e-20
"int134_2",-50.7817909918378,7.52542244615346e-20
"full",-94.4654305593609,8.03465569362442e-39
