"model","log_marginal","post_prob"
"null",-7.78378919397562,0.922506549753183
"x1",-10.3012920039022,0.0744100985603663
"x2",-13.7481374882826,0.0023696592811539
"x3",-15.4509331450667,0.000431689164993748
"x4",-15.9035688978016,0.000274532609819133
"int12_3",-20.1069720895394,4.10278847878027e-06
"int12_4",-20.3420427238041,3.24331587619306e-06
"int23_1",-24.5032170224504,5.05608319991397e-08
"int24_1",-25.3477492980199,2.17289382013256e-08
"int13_2",-25.4917625851522,1.88145713735033e-08
"main",-25.5257767408949,1.81853711323415e-08
"int14_2",-25.7726622536578,1.42069598409179e-08
"int12",-28.4503463884568,9.76332415774241e-10
"int24",-32.6013073877778,1.53765268954862e-11
"int23",-33.0924035968838,9.40974552254237e-12
"int34",-33.4285403676581,6.72350192880478e-12
"int14_3",-33.7740538498161,4.75927648146934e-12
"int14",-33.7769800915788,4.74537004459011e-12
"int34_1",-33.8049244636049,4.61459932119763e-12
"int13",-33.9883067661725,3.84142249973662e-12
"int13_4",-34.4416208631879,2.44129501808618e-12
"int23_4",-35.6114592672149,7.57819718210752e-13
"int24_3",-36.5135670149712,3.0745777809958e-13
"int34_2",-37.2515816767518,1.46983907654078e-13
"int124_3",-51.5852477335982,8.75462837066855e-20
"int123_4",-53.7622599721979,9.92597810722059e-21
"int234_1",-55.6152842198374,1.55601975847445e-21
"int134_2",-56.3652680333591,7.35023586654527e-22
"full",-107.430260302028,4.88716402175466e-44
