"model","log_marginal","post_prob"
"int12_3",0.692538747371316,0.770268607281729
"int12_4",-0.769146516334647,0.178583098541241
"null",-2.40175228924801,0.0348986538916007
"x1",-3.18587643643037,0.0159319115062948
"int12",-7.33953938974146,0.000250238993825776
"x3",-9.22925274449786,3.78148953451499e-05
"x4",-10.3057207783727,1.28872061495042e-05
"x2",-10.7897639465031,7.94221242784293e-06
"int13_2",-11.0583577232184,6.07145392673829e-06
"int23_1",-12.2705091733867,1.80660004901864e-06
"main",-12.9747217001567,8.93359794474807e-07
"int14_2",-16.0730724375399,4.03115757715379e-08
"int24_1",-16.3747160633447,2.98145056509976e-08
"int13",-19.1078013790174,1.93849078844310e-09
"int34",-20.1957735788032,6.53075540887219e-10
"int23",-20.3089112190283,5.83214571139498e-10
"int14",-20.6734606256822,4.05048072881576e-10
"int24",-20.8412704307321,3.42474072287227e-10
"int34_1",-25.1588219186313,4.56603158531749e-12
"int13_4",-25.7827364416255,2.44667495753831e-12
"int14_3",-25.9181947132896,2.13671941876247e-12
"int124_3",-30.0656444432681,3.37701480998163e-14
"int23_4",-30.4236820983434,2.36069123387658e-14
"int34_2",-30.9972662094535,1.33025461099763e-14
"int123_4",-31.5052024077961,8.0046230450609e-15
"int24_3",-32.426890716722,3.18461354743721e-15
"int134_2",-41.1383938260018,5.24443864366678e-19
"int234_1",-42.4768058284842,1.37541596682007e-19
"full",-82.5399116114802,5.48590512085203e-37
