"rep","n","tau_label","tau_sd","seed","n_y0","n_y1","n_y01","true_model","chosen_model","correct","chosen_post_prob"
1,50,"small",0.1,150101,0,0,0,"int12_3","null",0,0.999995223455108
2,50,"small",0.1,150102,0,0,0,"int12_3","null",0,0.99999852043163
3,50,"small",0.1,150103,1,0,1,"int12_3","null",0,0.998674887848312
4,50,"small",0.1,150104,2,0,2,"int12_3","null",0,0.998929274484276
5,50,"small",0.1,150105,0,0,0,"int12_3","null",0,0.999997688083414
6,50,"small",0.1,150106,0,0,0,"int12_3","null",0,0.996128988606889
7,50,"small",0.1,150107,1,0,1,"int12_3","null",0,0.999270193196126
8,50,"small",0.1,150108,2,1,3,"int12_3","x1",0,0.981383820077099
9,50,"small",0.1,150109,1,0,1,"int12_3","null",0,0.999477290846569
10,50,"small",0.1,150110,0,0,0,"int12_3","null",0,0.999767450924196
11,50,"small",0.1,150111,0,0,0,"int12_3","null",0,0.999648439015977
12,50,"small",0.1,150112,1,0,1,"int12_3","x1",0,0.526952659143564
13,50,"small",0.1,150113,0,0,0,"int12_3","null",0,0.99997873816995
14,50,"small",0.1,150114,0,0,0,"int12_3","null",0,0.99999582458031
15,50,"small",0.1,150115,1,0,1,"int12_3","int12",0,0.914916455629811
16,50,"small",0.1,150116,0,0,0,"int12_3","null",0,0.999994047311834
17,50,"small",0.1,150117,0,0,0,"int12_3","null",0,0.989228727039641
18,50,"small",0.1,150118,0,0,0,"int12_3","null",0,0.999994230602448
19,50,"small",0.1,150119,0,0,0,"int12_3","null",0,0.999966263634664
20,50,"small",0.1,150120,0,1,1,"int12_3","null",0,0.898366068664965
21,50,"small",0.1,150121,1,0,1,"int12_3","null",0,0.999966674571857
22,50,"small",0.1,150122,2,0,2,"int12_3","null",0,0.998871393198852
23,50,"small",0.1,150123,0,0,0,"int12_3","null",0,0.999957371173615
24,50,"small",0.1,150124,0,0,0,"int12_3","null",0,0.999798233595988
25,50,"small",0.1,150125,0,0,0,"int12_3","null",0,0.999915485515869
26,50,"small",0.1,150126,1,0,1,"int12_3","x1",0,0.999328527582127
27,50,"small",0.1,150127,1,0,1,"int12_3","null",0,0.960962928454144
28,50,"small",0.1,150128,0,0,0,"int12_3","null",0,0.959664777575073
29,50,"small",0.1,150129,1,0,1,"int12_3","null",0,0.977474925812991
30,50,"small",0.1,150130,2,0,2,"int12_3","x1",0,0.767066205189833
31,50,"small",0.1,150131,0,0,0,"int12_3","null",0,0.999966562471322
32,50,"small",0.1,150132,1,1,2,"int12_3","null",0,0.996573386502702
33,50,"small",0.1,150133,0,1,1,"int12_3","null",0,0.951784744566313
34,50,"small",0.1,150134,0,0,0,"int12_3","null",0,0.999988744033158
35,50,"small",0.1,150135,0,0,0,"int12_3","null",0,0.691064763173519
36,50,"small",0.1,150136,2,0,2,"int12_3","null",0,0.999974253020095
37,50,"small",0.1,150137,0,0,0,"int12_3","null",0,0.999986422727119
38,50,"small",0.1,150138,1,0,1,"int12_3","null",0,0.972572132713128
39,50,"small",0.1,150139,1,1,2,"int12_3","x2",0,0.959109080357437
40,50,"small",0.1,150140,1,0,1,"int12_3","null",0,0.999727439776488
41,50,"small",0.1,150141,1,0,1,"int12_3","null",0,0.999986709087271
42,50,"small",0.1,150142,1,0,1,"int12_3","null",0,0.76680829845716
43,50,"small",0.1,150143,0,0,0,"int12_3","null",0,0.999859508547558
44,50,"small",0.1,150144,2,0,2,"int12_3","null",0,0.999933187766075
45,50,"small",0.1,150145,0,0,0,"int12_3","null",0,0.999363554069072
46,50,"small",0.1,150146,1,0,1,"int12_3","null",0,0.762388512628498
47,50,"small",0.1,150147,0,0,0,"int12_3","null",0,0.999998520788481
48,50,"small",0.1,150148,1,1,2,"int12_3","null",0,0.987614411852917
49,50,"small",0.1,150149,1,1,2,"int12_3","x1",0,0.765891467473993
50,50,"small",0.1,150150,1,0,1,"int12_3","null",0,0.99999544130883
