"model","log_marginal","post_prob","rep","n","tau_label","tau_sd","seed","true_model","chosen_model","correct"
"null",-5.16619703162795,0.999995223455108,1,50,"small",0.1,150101,"int12_3","null",0
"x1",-18.2906887071233,1.99573839747935e-06,1,50,"small",0.1,150101,"int12_3","null",0
"x3",-18.6691605243805,1.36689574413473e-06,1,50,"small",0.1,150101,"int12_3","null",0
"x2",-18.7343626574529,1.28061464692126e-06,1,50,"small",0.1,150101,"int12_3","null",0
"x4",-20.9968850958524,1.33296103562121e-07,1,50,"small",0.1,150101,"int12_3","null",0
"int12_3",-42.9478143267422,3.90526057347585e-17,1,50,"small",0.1,150101,"int12_3","null",0
"int12_4",-47.5594078397798,3.88025619920698e-19,1,50,"small",0.1,150101,"int12_3","null",0
"main",-48.9857251248805,9.32005928819971e-20,1,50,"small",0.1,150101,"int12_3","null",0
"int23_1",-49.2886027456104,6.88462985280744e-20,1,50,"small",0.1,150101,"int12_3","null",0
"int13_2",-49.7378801609725,4.39300698042277e-20,1,50,"small",0.1,150101,"int12_3","null",0
"int14_2",-50.277817037147,2.56017874368383e-20,1,50,"small",0.1,150101,"int12_3","null",0
"int24_1",-50.5716530763269,1.90835390118115e-20,1,50,"small",0.1,150101,"int12_3","null",0
"int12",-58.4310212769418,7.36849301699232e-24,1,50,"small",0.1,150101,"int12_3","null",0
"int14_3",-60.2509687976302,1.19394827026843e-24,1,50,"small",0.1,150101,"int12_3","null",0
"int14",-60.6395170238877,8.09545308096893e-25,1,50,"small",0.1,150101,"int12_3","null",0
"int24",-61.5801549200104,3.1602927316688e-25,1,50,"small",0.1,150101,"int12_3","null",0
"int24_3",-62.4435693385521,1.33275768285939e-25,1,50,"small",0.1,150101,"int12_3","null",0
"int34_1",-62.9004236451087,8.43998919005746e-26,1,50,"small",0.1,150101,"int12_3","null",0
"int13_4",-63.1188113054463,6.78417956794307e-26,1,50,"small",0.1,150101,"int12_3","null",0
"int34_2",-63.3825008543263,5.21168811974865e-26,1,50,"small",0.1,150101,"int12_3","null",0
"int23_4",-63.5635978708276,4.34839495908325e-26,1,50,"small",0.1,150101,"int12_3","null",0
"int23",-64.5798588600427,1.57388299772022e-26,1,50,"small",0.1,150101,"int12_3","null",0
"int34",-64.801590418947,1.26088550259911e-26,1,50,"small",0.1,150101,"int12_3","null",0
"int13",-64.8037434397134,1.25817371024808e-26,1,50,"small",0.1,150101,"int12_3","null",0
"int124_3",-103.349406263074,2.28861078811904e-43,1,50,"small",0.1,150101,"int12_3","null",0
"int123_4",-103.44211691012,2.08597076933174e-43,1,50,"small",0.1,150101,"int12_3","null",0
"int234_1",-104.648015551098,6.2458721884802e-44,1,50,"small",0.1,150101,"int12_3","null",0
"int134_2",-107.187388791151,4.92898285169103e-45,1,50,"small",0.1,150101,"int12_3","null",0
"full",-209.070938595973,2.78800681017288e-89,1,50,"small",0.1,150101,"int12_3","null",0
"null",-3.84285561924576,0.99999852043163,2,50,"small",0.1,150102,"int12_3","null",0
"x3",-17.8740902098334,8.05956496745871e-07,2,50,"small",0.1,150102,"int12_3","null",0
"x1",-18.6976900725708,3.53693211798333e-07,2,50,"small",0.1,150102,"int12_3","null",0
"x2",-19.4179840381941,1.72110366792048e-07,2,50,"small",0.1,150102,"int12_3","null",0
"x4",-19.57020384519,1.47808295200145e-07,2,50,"small",0.1,150102,"int12_3","null",0
"int12_3",-54.3519424794201,1.15926212794651e-22,2,50,"small",0.1,150102,"int12_3","null",0
"main",-58.5975831668333,1.66082290377022e-24,2,50,"small",0.1,150102,"int12_3","null",0
"int12_4",-58.664976678708,1.55258252998837e-24,2,50,"small",0.1,150102,"int12_3","null",0
"int23_1",-60.2541664572515,3.1686797144779e-25,2,50,"small",0.1,150102,"int12_3","null",0
"int24_1",-60.5270566690634,2.41192406323248e-25,2,50,"small",0.1,150102,"int12_3","null",0
"int13_2",-60.5650033854073,2.32211423556067e-25,2,50,"small",0.1,150102,"int12_3","null",0
"int14_2",-61.0430696903743,1.4396669097438e-25,2,50,"small",0.1,150102,"int12_3","null",0
"int14_3",-61.4825364150644,9.27692507726491e-26,2,50,"small",0.1,150102,"int12_3","null",0
"int34_1",-61.6904601656466,7.5353583715882e-26,2,50,"small",0.1,150102,"int12_3","null",0
"int13_4",-61.7620873671536,7.0144982827887e-26,2,50,"small",0.1,150102,"int12_3","null",0
"int24_3",-63.9323844237664,8.0066082083285e-27,2,50,"small",0.1,150102,"int12_3","null",0
"int23_4",-64.3012985275046,5.53644790651333e-27,2,50,"small",0.1,150102,"int12_3","null",0
"int34_2",-64.4782963011741,4.63833446059564e-27,2,50,"small",0.1,150102,"int12_3","null",0
"int12",-68.2810889651258,1.03473750726663e-28,2,50,"small",0.1,150102,"int12_3","null",0
"int23",-73.2744463353364,7.01847309928545e-31,2,50,"small",0.1,150102,"int12_3","null",0
"int24",-73.4540697409238,5.86452964270924e-31,2,50,"small",0.1,150102,"int12_3","null",0
"int14",-73.8090425620698,4.11216420476873e-31,2,50,"small",0.1,150102,"int12_3","null",0
"int13",-74.2003347259638,2.78057376453602e-31,2,50,"small",0.1,150102,"int12_3","null",0
"int34",-74.4023282609178,2.27200740835663e-31,2,50,"small",0.1,150102,"int12_3","null",0
"int124_3",-112.752284236462,5.02615041940829e-48,2,50,"small",0.1,150102,"int12_3","null",0
"int123_4",-114.914275461171,5.78488357554734e-49,2,50,"small",0.1,150102,"int12_3","null",0
"int234_1",-118.047817861963,2.52008070654187e-50,2,50,"small",0.1,150102,"int12_3","null",0
"int134_2",-118.411320554892,1.7520529847369e-50,2,50,"small",0.1,150102,"int12_3","null",0
"full",-217.450475279443,1.70368322223256e-93,2,50,"small",0.1,150102,"int12_3","null",0
"null",-4.5652621539465,0.998674887848312,3,50,"small",0.1,150103,"int12_3","null",0
"x4",-11.2728008436483,0.00122004848333144,3,50,"small",0.1,150103,"int12_3","null",0
"x2",-13.7283326978752,0.000104701560593395,3,50,"small",0.1,150103,"int12_3","null",0
"x3",-19.4351286299317,3.47955072723881e-07,3,50,"small",0.1,150103,"int12_3","null",0
"x1",-22.6372991530009,1.41526636048948e-08,3,50,"small",0.1,150103,"int12_3","null",0
"int12_3",-35.824342920513,2.65324798565646e-14,3,50,"small",0.1,150103,"int12_3","null",0
"int23_1",-39.885472130312,4.57142750585474e-16,3,50,"small",0.1,150103,"int12_3","null",0
"int12_4",-41.6863512043955,7.54987902203204e-17,3,50,"small",0.1,150103,"int12_3","null",0
"main",-42.3306872990907,3.96376941447517e-17,3,50,"small",0.1,150103,"int12_3","null",0
"int13_2",-42.4061100129627,3.67580711247452e-17,3,50,"small",0.1,150103,"int12_3","null",0
"int24_1",-49.0645538228618,4.71658112906656e-20,3,50,"small",0.1,150103,"int12_3","null",0
"int14_2",-49.6842565612621,2.53801292450328e-20,3,50,"small",0.1,150103,"int12_3","null",0
"int23_4",-51.1720863004121,5.7324144704212e-21,3,50,"small",0.1,150103,"int12_3","null",0
"int12",-51.5689769912636,3.85451860861308e-21,3,50,"small",0.1,150103,"int12_3","null",0
"int24_3",-53.3602586193972,6.42726816021492e-22,3,50,"small",0.1,150103,"int12_3","null",0
"int34_2",-53.4932900591376,5.62667200800231e-22,3,50,"small",0.1,150103,"int12_3","null",0
"int23",-55.4133740967903,8.24839969469494e-23,3,50,"small",0.1,150103,"int12_3","null",0
"int34",-56.2304762157639,3.64339917856597e-23,3,50,"small",0.1,150103,"int12_3","null",0
"int24",-57.7420158781197,8.03624968112928e-24,3,50,"small",0.1,150103,"int12_3","null",0
"int13",-57.8773696050395,7.01891599799956e-24,3,50,"small",0.1,150103,"int12_3","null",0
"int14",-58.1503122701647,5.34235263738942e-24,3,50,"small",0.1,150103,"int12_3","null",0
"int13_4",-64.6662540585213,7.9048746649562e-27,3,50,"small",0.1,150103,"int12_3","null",0
"int34_1",-65.2840425429424,4.26179797438593e-27,3,50,"small",0.1,150103,"int12_3","null",0
"int14_3",-65.2981650657407,4.20203364022513e-27,3,50,"small",0.1,150103,"int12_3","null",0
"int123_4",-94.6754263073261,7.3295459908886e-40,3,50,"small",0.1,150103,"int12_3","null",0
"int124_3",-97.3453463924485,5.07627935779681e-41,3,50,"small",0.1,150103,"int12_3","null",0
"int234_1",-101.05048742639,1.24859964885856e-42,3,50,"small",0.1,150103,"int12_3","null",0
