"model","log_marginal","post_prob"
"null",-8.48827923557621,0.999798233595988
"x1",-17.008523491249,0.000199350486753997
"x4",-21.5499073837298,2.12480625276248e-06
"x2",-24.0031972279327,1.82754926859922e-07
"x3",-24.5259204645475,1.08356077872057e-07
"int12_3",-45.540655011849,8.09599113746951e-17
"int12_4",-47.0793046595016,1.73797278898773e-17
"int14_2",-52.4371708078775,8.18749918007656e-20
"int13_2",-52.4491178546942,8.09026473284244e-20
"int23_1",-54.0392244416119,1.64963634571238e-20
"int24_1",-54.5118671309953,1.02830537231307e-20
"main",-54.7059953195507,8.46863282768489e-21
"int14_3",-59.9007005431197,4.69657746520561e-23
"int12",-61.3539471711756,1.09810659178294e-23
"int34_1",-62.371642430307,3.96885345358713e-24
"int13_4",-62.3757320626144,3.95265544680203e-24
"int14",-67.1265603391272,3.41688571829418e-26
"int13",-68.1664302175917,1.2078714147071e-26
"int23_4",-68.484222010691,8.79033611199223e-27
"int34_2",-68.5004678470626,8.6486834979445e-27
"int24_3",-68.8965546480107,5.82011669158644e-27
"int23",-69.7940734820619,2.37216129307834e-27
"int24",-69.9014099881841,2.13073069772872e-27
"int34",-70.522326070063,1.14516518112303e-27
"int124_3",-106.43000812665,2.91313063038636e-43
"int123_4",-107.579755774675,9.22637071497408e-44
"int134_2",-112.744784655799,5.27093133443565e-46
"int234_1",-116.021404742964,1.99007450268574e-47
"full",-209.934248805588,3.25866247257497e-88
