"rep","n","tau_label","tau_sd","tau_var","seed","n_y0","n_y1","n_y01","best_model","best_formula","log_marginal","tau_map","correct","chosen_post_prob","error"
1,50,"small",0.1,0.01,150101,0,0,0,"null","~1",-5.16619703162795,NA,0,0.999995223455108,NA
2,50,"small",0.1,0.01,150102,0,0,0,"null","~1",-3.84285561924576,NA,0,0.99999852043163,NA
3,50,"small",0.1,0.01,150103,1,0,1,"null","~1",-4.5652621539465,NA,0,0.998674887848312,NA
4,50,"small",0.1,0.01,150104,2,0,2,"null","~1",11.109690989249,NA,0,0.998929274484276,NA
5,50,"small",0.1,0.01,150105,0,0,0,"null","~1",-3.40373965451258,NA,0,0.999997688083414,NA
6,50,"small",0.1,0.01,150106,0,0,0,"null","~1",-9.19371480594953,NA,0,0.996128988606889,NA
7,50,"small",0.1,0.01,150107,1,0,1,"null","~1",-9.81626989297124,NA,0,0.999270193196126,NA
8,50,"small",0.1,0.01,150108,2,1,3,"x1","~x1",11.1082506971625,NA,0,0.981383820077099,NA
9,50,"small",0.1,0.01,150109,1,0,1,"null","~1",-9.16544361164839,NA,0,0.999477290846569,NA
10,50,"small",0.1,0.01,150110,0,0,0,"null","~1",-7.69763521484911,NA,0,0.999767450924196,NA
11,50,"small",0.1,0.01,150111,0,0,0,"null","~1",-6.02432075441686,NA,0,0.999648439015977,NA
12,50,"small",0.1,0.01,150112,1,0,1,"x1","~x1",-7.01393835568221,NA,0,0.526952659143564,NA
13,50,"small",0.1,0.01,150113,0,0,0,"null","~1",-6.50060928125698,NA,0,0.99997873816995,NA
14,50,"small",0.1,0.01,150114,0,0,0,"null","~1",-7.41845846084687,NA,0,0.99999582458031,NA
15,50,"small",0.1,0.01,150115,1,0,1,"int12","~x1 * x2 + x3 + x4",-7.47023201139692,NA,0,0.914916455629811,NA
16,50,"small",0.1,0.01,150116,0,0,0,"null","~1",-3.82950420565912,NA,0,0.999994047311834,NA
17,50,"small",0.1,0.01,150117,0,0,0,"null","~1",-8.06647760775421,NA,0,0.989228727039641,NA
18,50,"small",0.1,0.01,150118,0,0,0,"null","~1",-7.18793829030982,NA,0,0.999994230602448,NA
19,50,"small",0.1,0.01,150119,0,0,0,"null","~1",-4.48590401076444,NA,0,0.999966263634664,NA
20,50,"small",0.1,0.01,150120,0,1,1,"null","~1",-12.1222993989357,NA,0,0.898366068664965,NA
21,50,"small",0.1,0.01,150121,1,0,1,"null","~1",-9.99389974423108,NA,0,0.999966674571857,NA
22,50,"small",0.1,0.01,150122,2,0,2,"null","~1",-1.68076690480585,NA,0,0.998871393198852,NA
23,50,"small",0.1,0.01,150123,0,0,0,"null","~1",-6.44517866146929,NA,0,0.999957371173615,NA
24,50,"small",0.1,0.01,150124,0,0,0,"null","~1",-8.48827923557621,NA,0,0.999798233595988,NA
25,50,"small",0.1,0.01,150125,0,0,0,"null","~1",-5.97339999831635,NA,0,0.999915485515869,NA
26,50,"small",0.1,0.01,150126,1,0,1,"x1","~x1",-2.08783902871068,NA,0,0.999328527582127,NA
27,50,"small",0.1,0.01,150127,1,0,1,"null","~1",-10.8725436277453,NA,0,0.960962928454144,NA
28,50,"small",0.1,0.01,150128,0,0,0,"null","~1",-8.96722545781007,NA,0,0.959664777575073,NA
29,50,"small",0.1,0.01,150129,1,0,1,"null","~1",-9.01293531026383,NA,0,0.977474925812991,NA
30,50,"small",0.1,0.01,150130,2,0,2,"x1","~x1",1.67228759882568,NA,0,0.767066205189833,NA
31,50,"small",0.1,0.01,150131,0,0,0,"null","~1",-9.65037825452296,NA,0,0.999966562471322,NA
32,50,"small",0.1,0.01,150132,1,1,2,"null","~1",-0.361915360758573,NA,0,0.996573386502702,NA
33,50,"small",0.1,0.01,150133,0,1,1,"null","~1",-11.2156387424866,NA,0,0.951784744566313,NA
34,50,"small",0.1,0.01,150134,0,0,0,"null","~1",-9.52669953990046,NA,0,0.999988744033158,NA
35,50,"small",0.1,0.01,150135,0,0,0,"null","~1",-7.71344488677593,NA,0,0.691064763173519,NA
36,50,"small",0.1,0.01,150136,2,0,2,"null","~1",-0.427468475341698,NA,0,0.999974253020095,NA
37,50,"small",0.1,0.01,150137,0,0,0,"null","~1",-3.30665064282142,NA,0,0.999986422727119,NA
38,50,"small",0.1,0.01,150138,1,0,1,"null","~1",-7.51474013680249,NA,0,0.972572132713128,NA
39,50,"small",0.1,0.01,150139,1,1,2,"x2","~x2",-2.54231189839409,NA,0,0.959109080357437,NA
40,50,"small",0.1,0.01,150140,1,0,1,"null","~1",-5.20078284512066,NA,0,0.999727439776488,NA
41,50,"small",0.1,0.01,150141,1,0,1,"null","~1",-10.5704299104795,NA,0,0.999986709087271,NA
42,50,"small",0.1,0.01,150142,1,0,1,"null","~1",-7.16302028438493,NA,0,0.76680829845716,NA
43,50,"small",0.1,0.01,150143,0,0,0,"null","~1",-8.57352145252101,NA,0,0.999859508547558,NA
44,50,"small",0.1,0.01,150144,2,0,2,"null","~1",-4.5959321505366,NA,0,0.999933187766075,NA
45,50,"small",0.1,0.01,150145,0,0,0,"null","~1",-7.83018372949213,NA,0,0.999363554069072,NA
46,50,"small",0.1,0.01,150146,1,0,1,"null","~1",0.26425831677652,NA,0,0.762388512628498,NA
47,50,"small",0.1,0.01,150147,0,0,0,"null","~1",-11.1548006778708,NA,0,0.999998520788481,NA
48,50,"small",0.1,0.01,150148,1,1,2,"null","~1",-4.57861215769292,NA,0,0.987614411852917,NA
49,50,"small",0.1,0.01,150149,1,1,2,"x1","~x1",-6.8480167655742,NA,0,0.765891467473993,NA
50,50,"small",0.1,0.01,150150,1,0,1,"null","~1",-8.81119636063556,NA,0,0.99999544130883,NA
