"model","log_marginal","post_prob","rep","n","tau_label","tau_sd","seed","true_model","chosen_model","correct"
"int12_3",54.0734674318695,0.992577334041311,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int12_4",49.1453904188298,0.00718666995487719,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int12",45.3715810151269,0.000165037676489494,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"x1",43.7137594780918,3.14485303762604e-05,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"x2",43.562371801009,2.70304653467748e-05,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"null",42.5192116371729,9.52389984248931e-06,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int13_2",40.3547323118966,1.09343606036451e-06,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int23_1",40.0615789771621,8.15602440696487e-07,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"main",39.834780139057,6.5010129753383e-07,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"x3",38.4596986983,1.64357963318553e-07,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int24_1",38.1160911423058,1.16563850561311e-07,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int14_2",38.0453718766241,1.08605269744602e-07,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"x4",35.0379904593592,5.36737259122507e-09,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int34",32.5808241461696,4.59862475832234e-10,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int24",32.1735268696578,3.06013801136966e-10,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int13",31.9377153998194,2.41729355073389e-10,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int14",31.7859638847037,2.07694285598186e-10,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int23",31.6462356596971,1.80609816192196e-10,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int14_3",25.9844959832709,6.27883472109609e-13,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int34_1",25.9335623988651,5.96703900253719e-13,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int13_4",25.3567163914254,3.35148931086329e-13,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int23_4",22.1165833141652,1.3123990958628e-14,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int34_2",21.6125362344888,7.92795282438267e-15,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int124_3",21.2248802132592,5.38027143376521e-15,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int24_3",21.1703910338454,5.09494894420448e-15,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int123_4",19.2388962541866,7.3841806295776e-16,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int134_2",9.07211720554366,2.83743729115086e-20,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int234_1",8.29071688526189,1.29887819141245e-20,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"full",-35.9986713107836,7.5671357408605e-40,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int12_3",67.0035926009498,0.927486726550273,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int12_4",64.4524399341786,0.072336281102486,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int12",58.438857196108,0.000176884744157378,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"null",51.0018046005583,1.04188425235359e-07,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"x1",47.4957664534007,3.12727773784413e-09,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"x3",44.6620309968094,1.83861492536036e-10,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"x2",43.8324452969243,8.02058950313731e-11,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"x4",42.5506746337278,2.22607792752285e-11,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"main",38.5622120424506,4.12451672283863e-13,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int13_2",38.2295207959419,2.95724357056387e-13,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int23_1",38.1233441302379,2.65934790065773e-13,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int14_2",36.4099278427985,4.79344686257553e-14,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int24_1",35.8284392162466,2.67985080075619e-14,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int124_3",33.3921684316579,2.34450766763246e-15,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int123_4",32.3674751373252,8.41459104966679e-16,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int34",30.7022962522642,1.59167726458293e-16,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int14",30.6173476357717,1.46205024366158e-16,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int24",30.243776634383,1.00628841532051e-16,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int13",29.7737845993817,6.2893755158872e-17,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int23",29.7191226728597,5.95481333988617e-17,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int14_3",25.6013097970077,9.6944850021916e-19,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int34_1",25.1726181720336,6.31460713439927e-19,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int13_4",24.849738015955,4.57215837846681e-19,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int34_2",21.5768935104355,1.73277812614072e-20,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int24_3",20.8111648611459,8.05733146113065e-21,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int23_4",20.6736242599459,7.02195603205922e-21,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int134_2",7.41734575612933,1.22837084776081e-26,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int234_1",5.82499124130796,2.49907173168716e-27,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"full",-24.0960945450578,2.53055786429493e-40,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int12_3",31.1870455922312,0.998646887142492,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int12_4",24.4050722050543,0.00113250032195717,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int12",22.7690823780263,0.000220565193786531,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"null",14.3181136002645,4.71333027458854e-08,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"x1",8.10580226096132,9.448336200101e-11,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"x2",7.82032244166089,7.10187506770017e-11,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"x3",6.75278040148249,2.4419986016036e-11,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"x4",6.47589349109312,1.85137738159198e-11,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int123_4",-0.202129557523925,2.32951973268513e-14,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int124_3",-2.53695329189249,2.25561684645084e-15,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int13_2",-5.18681830142648,1.59383580212947e-16,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int23_1",-6.34698518198358,4.99562124401335e-17,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"main",-6.50358308416554,4.27149496711307e-17,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int24_1",-7.43668370026163,1.6801167066806e-17,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int14_2",-7.73539786454675,1.24626252822237e-17,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int13",-12.2143283482125,1.41395224978233e-19,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int23",-13.1954801185599,5.30061112199962e-20,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int13_4",-13.7618671266384,3.00848043335641e-20,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int34_1",-14.1794980715501,1.98140099347709e-20,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int14_3",-14.1828895010756,1.9746925936085e-20,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int24",-14.4425118535075,1.52316496672047e-20,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int23_4",-14.4810433449245,1.46559146824857e-20,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int34",-14.5528055349403,1.36410250046735e-20,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
