"rep","n","tau_label","tau_sd","seed","n_y0","n_y1","n_y01","true_model","chosen_model","correct","chosen_post_prob"
1,100,"big",0.7071068,200301,4,0,4,"int12_3","int12_3",1,0.992577334041311
2,100,"big",0.7071068,200302,1,3,4,"int12_3","int12_3",1,0.927486726550273
3,100,"big",0.7071068,200303,1,1,2,"int12_3","int12_3",1,0.998646887142492
4,100,"big",0.7071068,200304,2,0,2,"int12_3","int12_3",1,0.983576299848262
5,100,"big",0.7071068,200305,2,0,2,"int12_3","int12_3",1,0.996071746346731
6,100,"big",0.7071068,200306,2,0,2,"int12_3","int12_3",1,0.994208104686422
7,100,"big",0.7071068,200307,1,0,1,"int12_3","int12_3",1,0.999739933102923
8,100,"big",0.7071068,200308,3,0,3,"int12_3","null",0,0.993043980313801
9,100,"big",0.7071068,200309,7,2,9,"int12_3","int12_3",1,0.993908232433929
10,100,"big",0.7071068,200310,4,1,5,"int12_3","int12_3",1,0.99771506360453
11,100,"big",0.7071068,200311,1,0,1,"int12_3","int12_3",1,0.999357123422968
12,100,"big",0.7071068,200312,1,0,1,"int12_3","int12_3",1,0.999707678327384
13,100,"big",0.7071068,200313,6,0,6,"int12_3","int12_3",1,0.971441105506412
14,100,"big",0.7071068,200314,3,0,3,"int12_3","int12_3",1,0.999749810938253
15,100,"big",0.7071068,200315,4,1,5,"int12_3","int12_3",1,0.990928914948778
16,100,"big",0.7071068,200316,1,0,1,"int12_3","int12_3",1,0.999385445904733
17,100,"big",0.7071068,200317,1,2,3,"int12_3","int12_3",1,0.783014485734629
18,100,"big",0.7071068,200318,2,2,4,"int12_3","int12_3",1,0.967812771796041
19,100,"big",0.7071068,200319,1,1,2,"int12_3","int12_3",1,0.996796277932561
20,100,"big",0.7071068,200320,1,0,1,"int12_3","null",0,0.840383561947756
21,100,"big",0.7071068,200321,2,0,2,"int12_3","null",0,0.903180707518774
22,100,"big",0.7071068,200322,1,2,3,"int12_3","int12_3",1,0.838895133710183
23,100,"big",0.7071068,200323,3,0,3,"int12_3","int12_4",0,0.841658705617078
24,100,"big",0.7071068,200324,2,0,2,"int12_3","int12_3",1,0.998543608302912
25,100,"big",0.7071068,200325,1,2,3,"int12_3","int12_3",1,0.99802728619978
26,100,"big",0.7071068,200326,2,2,4,"int12_3","int12_3",1,0.990354817672657
27,100,"big",0.7071068,200327,2,0,2,"int12_3","int12_3",1,0.998867096475716
28,100,"big",0.7071068,200328,2,1,3,"int12_3","int12_3",1,0.99942916229813
29,100,"big",0.7071068,200329,2,0,2,"int12_3","int12_3",1,0.999836676165814
30,100,"big",0.7071068,200330,0,1,1,"int12_3","int12_3",1,0.999828547544899
31,100,"big",0.7071068,200331,3,0,3,"int12_3","int12_3",1,0.999858254051055
32,100,"big",0.7071068,200332,4,0,4,"int12_3","int12_3",1,0.998591066318316
33,100,"big",0.7071068,200333,5,0,5,"int12_3","int12_3",1,0.996555903576923
34,100,"big",0.7071068,200334,1,0,1,"int12_3","int12_3",1,0.999669123661338
35,100,"big",0.7071068,200335,2,0,2,"int12_3","int12_3",1,0.99976038428004
36,100,"big",0.7071068,200336,3,2,5,"int12_3","int12_4",0,0.595978037348197
37,100,"big",0.7071068,200337,2,1,3,"int12_3","int12_3",1,0.991075313651259
38,100,"big",0.7071068,200338,5,2,7,"int12_3","int12_3",1,0.909742366690264
39,100,"big",0.7071068,200339,2,0,2,"int12_3","null",0,0.773011850311276
40,100,"big",0.7071068,200340,2,0,2,"int12_3","int12_3",1,0.878151959841962
41,100,"big",0.7071068,200341,3,1,4,"int12_3","int12_3",1,0.999791861829329
42,100,"big",0.7071068,200342,2,1,3,"int12_3","int12_3",1,0.878273372933977
43,100,"big",0.7071068,200343,1,0,1,"int12_3","int12_3",1,0.993699459478315
44,100,"big",0.7071068,200344,1,3,4,"int12_3","int12_3",1,0.984238787993164
45,100,"big",0.7071068,200345,1,0,1,"int12_3","int12_3",1,0.887080696116457
46,100,"big",0.7071068,200346,3,0,3,"int12_3","int12_3",1,0.930618843096684
47,100,"big",0.7071068,200347,4,1,5,"int12_3","int12_4",0,0.568970229538386
48,100,"big",0.7071068,200348,3,0,3,"int12_3","int12_3",1,0.999865607484884
49,100,"big",0.7071068,200349,0,1,1,"int12_3","int12_3",1,0.999771742627431
50,100,"big",0.7071068,200350,0,4,4,"int12_3","int12_3",1,0.999372044899969
