"id","alpha_true"
1,-0.215788427305444
2,-1.620796204657
3,-0.470863277881091
4,-1.00900405531295
5,-0.28326700608431
6,-0.500908882100188
7,0.514037793606878
8,0.900222599858584
9,0.832737115942914
10,-0.37131826956651
11,-0.0918164968405501
12,-0.445126189801277
13,0.159944588649784
14,0.200605525568365
15,-0.357908481478773
16,1.00470796352875
17,0.573327227593025
18,-0.714859098831999
19,-0.0938547070771478
20,0.996832780263345
21,0.309731882548528
22,0.61471551444861
23,-0.737231106360251
24,0.470228318559244
25,-0.606269069963832
26,-0.41446364139717
27,0.586406709726172
28,0.68322463212048
29,0.228202605285992
30,-1.16980676846629
31,-0.6670345150448
32,-0.381807224280156
33,1.20053368883633
34,-0.0709933649355376
35,-0.569194433916379
36,-1.36882498586021
37,0.801247305787818
38,-0.00208501407838918
39,-0.0188781326024494
40,-0.497752291531785
41,0.748103572489587
42,0.324957041024298
43,-0.12397398319412
44,0.121473594705153
45,0.468930933275505
46,0.780778098792357
47,0.438797631436185
48,-0.90633227027496
49,0.227890440340816
50,-0.188895297630439
