"model","log_marginal","post_prob"
"int12_3",395.411208538354,0.999932427518248
"int12",385.808966380646,6.7572481751645e-05
"int12_4",357.179222937037,2.48903081757399e-17
"int124_3",356.967470196346,2.01403599015818e-17
"int123_4",356.95330694597,1.98571174930116e-17
"full",295.543895660801,4.24764044530051e-44
"int23_1",277.167336293484,4.43924810354963e-52
"int13_2",275.912266593691,1.26543421502107e-52
"main",275.031755654439,5.24612374704392e-53
"int23",269.161699122163,1.48083056615928e-55
"int13",267.584518635109,3.05875426354045e-56
"int14",266.885566228897,1.52052447311542e-56
"int24",266.468604909695,1.00209619820113e-56
"int34",266.177475891377,7.48985979892507e-57
"int234_1",243.149256587723,7.47214200132114e-67
"int24_1",242.782871435455,5.1799559529192e-67
"int134_2",242.019835002789,2.41514691656781e-67
"int14_2",241.827255514298,1.99208261516819e-67
"int13_4",180.882138898489,6.77921644581907e-94
"int34_1",179.184259670727,1.24108041050303e-94
"int14_3",177.715521555526,2.85716329248277e-95
"x1",170.544313975787,2.19542791208368e-98
"x3",135.137570636789,9.21649787133779e-114
"int24_3",128.430133606122,1.12606390298379e-116
"int34_2",124.46231713861,2.12991484231579e-118
"int23_4",122.939384151232,4.64473399840255e-119
"x2",118.741182769484,6.97758528103704e-121
"null",111.459579963778,4.80114956487066e-124
"x4",104.521199271735,4.65634110375186e-127
