"model","log_marginal","post_prob"
"int12_3",391.722761918745,0.999906526894568
"int12",382.445018589685,9.34731053339158e-05
"int123_4",361.760220937396,9.71389022435674e-14
"int124_3",357.408873743532,1.25206569359495e-15
"int12_4",352.79387135943,1.23981545770507e-17
"full",302.80906817809,2.42791146566562e-39
"int23_1",284.630152271621,3.09193233354849e-47
"int13_2",284.031503997236,1.69918372118369e-47
"main",283.120294541604,6.83135886473728e-48
"int24",278.054794113661,4.31110118630172e-50
"int23",275.110616327824,2.26959334960332e-51
"int13",274.519297952057,1.2564399665338e-51
"int34",274.43217743093,1.15161093754769e-51
"int14",273.8324475896,6.32188250847779e-52
"int24_1",262.387395039537,6.76586382628031e-57
"int14_2",258.063743159618,8.96571851070102e-59
"int234_1",254.942600655753,3.95448682441735e-60
"int134_2",248.467724235044,6.09659060339309e-63
"x1",210.925508061916,3.02489086221967e-79
"int34_1",198.83154426933,1.6918738211428e-84
"int14_3",198.60287768028,1.34604423612654e-84
"int13_4",198.243401351484,9.39595107480237e-85
"x2",172.830171995675,8.63208026872096e-96
"x3",169.664215165946,3.64047362575177e-97
"null",168.633254879939,1.29842696405422e-97
"int24_3",162.133504041267,1.95259243689738e-100
"x4",160.322788465271,3.19321249393437e-101
"int23_4",160.052585051275,2.43713714069911e-101
"int34_2",157.74047220432,2.41402696650664e-102
