"model","log_marginal","post_prob"
"int12_3",473.313579528541,0.999922000361054
"int12",463.854851170688,7.79996389186138e-05
"int123_4",442.074084890287,2.70910591822502e-14
"int124_3",435.252279894051,2.95225399211909e-17
"int12_4",426.717973361534,5.80432183006959e-21
"int23_1",380.735674432766,6.2214668959008e-41
"full",380.109574249634,3.32644954059886e-41
"int13_2",378.340445012216,5.67097684939018e-42
"main",377.14515777694,1.71613411132956e-42
"int23",372.022026030085,1.02235888599224e-44
"int13",369.577578119532,8.87141993201182e-46
"int34",369.546622282684,8.60100476167867e-46
"int24",368.292565153223,2.45425167904356e-46
"int14",367.836095693502,1.55480858253594e-46
"int234_1",347.805045102841,3.10672055618914e-55
"int134_2",343.804662602452,5.68798111239869e-57
"int24_1",339.820887246768,1.05883061864059e-58
"int14_2",338.974003366914,4.53972447706641e-59
"int34_1",247.563567943647,9.07782493065759e-99
"x1",247.079404741967,5.59387034587152e-99
"int13_4",245.608862835837,1.28547655693771e-99
"int14_3",245.556256279095,1.21960002213711e-99
"int23_4",225.649943333276,2.76067674023641e-108
"x2",224.675318760527,1.04169716517761e-108
"int34_2",221.28982649391,3.52728760605431e-110
"int24_3",220.153950018301,1.13275499754445e-110
"x3",216.969378173418,4.6891487253508e-112
"null",205.164609388531,3.50225741958889e-117
"x4",196.143468590259,4.23171484373992e-121
