"model","log_marginal","post_prob"
"int12_3",395.275544671034,0.999912623287924
"int12",385.930350270244,8.73767104777198e-05
"int12_4",368.112455029047,1.59654847085745e-12
"int124_3",360.770068623369,1.03377067454565e-15
"int123_4",359.843806988443,4.0940570607082e-16
"full",301.341426329564,1.60284967310715e-41
"int13_2",283.438626511577,2.69033041445062e-49
"int23_1",283.246669418407,2.22044343970448e-49
"main",279.824499147876,7.24786424817238e-51
"int14",276.055607859259,1.67263569604183e-52
"int13",274.253738191921,2.75968369262933e-53
"int23",273.904126140215,1.94547082529423e-53
"int34",271.600806169552,1.94404166742169e-54
"int24",271.058514780261,1.1302939711788e-54
"int14_2",258.947395466767,6.21439885140199e-60
"int24_1",256.393528111776,4.83357680457201e-61
"int134_2",252.849325153643,1.39649966666593e-62
"int234_1",248.40201275795,1.63530062836313e-64
"int14_3",184.118777872461,1.97580196932322e-92
"x1",184.03763471586,1.82181128867329e-92
"int13_4",182.990675503382,6.39462056542706e-93
"int34_1",180.383811696166,4.71702538573928e-94
"x2",148.916263490638,1.0173857931566e-107
"x3",139.105524322989,5.5813053725032e-112
"null",137.757049970156,1.44910820172053e-112
"int23_4",133.092570504497,1.36566167428813e-114
"int34_2",132.576177920102,8.14848127166898e-115
"int24_3",130.01873665264,6.31530080692914e-116
"x4",129.813027649774,5.14109651005136e-116
