"id","alpha_true"
1,0.29063725141144
2,0.578118566127856
3,-0.555734619387214
4,-0.217076419394395
5,0.515059751011774
6,-0.459626985443171
7,-0.0796538618052791
8,-0.628119439500995
9,-0.237222283992588
10,0.264185080118628
11,-0.0748822172404177
12,-0.0550197052479065
13,0.65110134200298
14,-0.44382172266247
15,0.704929353559257
16,-0.0638859902163278
17,-0.624549457437601
18,0.141997767968603
19,0.902046661061047
20,0.640045732531766
21,-0.147274457119776
22,-0.804109551043159
23,0.232368529865281
24,-0.449771142750235
25,-0.325185026134922
26,-0.461334645876805
27,0.0825162929091787
28,0.601983289090716
29,0.348035138800734
30,0.307728891772808
31,0.813958730521519
32,0.0969203092128588
33,0.334143643709905
34,0.195500722921813
35,0.850604179861837
36,1.19828641065087
37,-1.35302215952893
38,0.677423910926697
39,0.29089778403724
40,-0.138705337769279
41,0.0607040562229791
42,0.145115694836974
43,-0.727010459842023
44,-0.651607380502355
45,-0.247038616877362
46,0.580833565090993
47,-0.295402173381793
48,-1.01240583597891
49,-0.65837288914205
50,0.121876846282998
