"model","log_marginal","post_prob"
"null",-3.8214115806134,0.991139918882629
"x1",-8.54905514255452,0.00876890684928665
"int12_3",-13.1320098560623,8.96589221819702e-05
"x3",-17.8244487326475,8.21662001317489e-07
"x2",-18.2519923968858,5.3581312647527e-07
"x4",-19.4775702150989,1.57308309964346e-07
"int12_4",-25.1326755924558,5.50516836140516e-10
"int12",-28.9703835356436,1.18597414820869e-11
"int23_1",-34.6402226070312,4.08973718674008e-14
"int13_2",-34.8846880199252,3.20276755695004e-14
"main",-35.622385974996,1.53160674193965e-14
"int24_1",-42.6609984653047,1.3437445152055e-17
"int14_2",-42.8386545213848,1.12502366962066e-17
"int34",-49.9057589075502,9.59306134813017e-21
"int13_4",-50.0815070897492,8.04693986938475e-21
"int34_1",-50.1116973386949,7.80763132004387e-21
"int14_3",-50.3398910655848,6.21464064610867e-21
"int23",-50.5506863674823,5.03348506960009e-21
"int24",-50.6359876524201,4.62192514355637e-21
"int13",-50.7547982268399,4.10415855597469e-21
"int14",-51.5770235065476,1.80358339675959e-21
"int34_2",-63.4413790472072,1.26914746318154e-26
"int23_4",-63.9081232053634,7.95806851115402e-27
"int24_3",-63.9572429188696,7.5766155876585e-27
"int124_3",-72.5792329471585,1.36455976242504e-30
"int123_4",-74.9910769261593,1.22332550260803e-31
"int234_1",-94.7492598112833,3.21123604593017e-40
"int134_2",-95.0284134550847,2.42905496947737e-40
"full",-178.66041462711,1.16016757515059e-76
