"model","log_marginal","post_prob"
"x1",7.99068218760375,0.974505163333313
"int12_3",4.15601964124417,0.0210577206797605
"null",2.48643311058167,0.00396569348072687
"x3",0.0269127717507445,0.000338971380497819
"int13_2",-1.5837702139064,6.77099197875063e-05
"main",-2.25160739777087,3.47227645578633e-05
"int23_1",-2.4046876069506,2.9794246422652e-05
"x2",-7.32122831035007,2.18225706344457e-07
"int12",-11.5503167547616,3.17860185851367e-09
"int12_4",-11.8617469674803,2.3280039352271e-09
"x4",-13.6572866742424,3.86536690041278e-10
"int14_2",-16.3154775572909,2.70865124772709e-11
"int24_1",-16.6358958145208,1.96606200366357e-11
"int13",-17.3283503414798,9.83712137663396e-12
"int23",-17.7869464658049,6.21873805373157e-12
"int24",-18.0558990912521,4.75223187192912e-12
"int34",-18.135517944595,4.38853527962184e-12
"int14",-18.2321756197758,3.98420521005625e-12
"int13_4",-22.2863584684785,6.9124572627786e-14
"int34_1",-22.647905360426,4.81520342375552e-14
"int14_3",-22.8332297427192,4.00063824638991e-14
"int23_4",-42.3003821920999,1.40492258912608e-22
"int34_2",-42.6778822069356,9.63177263115865e-23
"int24_3",-42.9776842044269,7.13680562815442e-23
"int123_4",-57.7013637070732,2.87800210692785e-29
"int124_3",-58.368329026928,1.47717432160412e-29
"int134_2",-64.7743284802394,2.43972870430064e-32
"int234_1",-65.0197565439242,1.90876947913342e-32
"full",-165.716466196368,3.53775810188412e-76
