"model","log_marginal","post_prob"
"int12_3",26.401398032528,0.998492662538353
"int12_4",19.9054157335333,0.00150721639919355
"int12",10.4758469650725,1.21050316118756e-07
"x2",1.11040893654457,1.03659204468523e-11
"int13_2",-1.26413581289682,9.64619839337994e-13
"null",-1.66775242654417,6.44269721869212e-13
"main",-3.60001191633305,9.33035327369054e-14
"int23_1",-3.9310965187905,6.70054104392009e-14
"x1",-8.31844126584559,8.33125174913441e-16
"x3",-8.66333300493561,5.90100087174552e-16
"int24_1",-8.73468436992431,5.49462647885624e-16
"int14_2",-9.3029587522463,3.11271777897835e-16
"x4",-13.9956996965058,2.85172898067085e-18
"int13",-16.785886736745,1.75123897470256e-19
"int34",-17.6129362865231,7.65882874104276e-20
"int24",-18.9157648067992,2.08137877335505e-20
"int23",-19.1839766566432,1.59172557662539e-20
"int14",-19.4685034914571,1.19756683548388e-20
"int123_4",-30.8503172526524,1.36534011354638e-25
"int34_2",-32.1139027449298,3.85898102609306e-26
"int24_3",-32.3226237172533,3.1320326208822e-26
"int23_4",-33.4616547911427,1.00265463686177e-26
"int124_3",-34.0355078427684,5.64846123854627e-27
"int13_4",-41.8992345938312,2.17148591967441e-30
"int34_1",-43.0054036029001,7.18379484045963e-31
"int14_3",-44.5209537612797,1.57818841173864e-31
"int234_1",-60.0205396349414,2.92937002584306e-38
"int134_2",-61.9457639050264,4.27228244372151e-39
"full",-133.654192980503,3.07669823978977e-70
