"model","log_marginal","post_prob"
"int12_3",25.609709237737,0.99999966331234
"int12_4",10.2311854663963,2.09503768845859e-07
"int12",9.73065998595334,1.27003703630097e-07
"x2",2.4813405717578,9.0256183785236e-11
"null",2.44458282482438,8.69988035558369e-11
"int23_1",-1.44597222817498,1.77773363330425e-12
"int13_2",-1.93408162233999,1.09114752660692e-12
"main",-5.64672273488819,2.6638141656439e-14
"x3",-5.68758209215409,2.55716605448838e-14
"x1",-6.48459659640217,1.15244426091722e-14
"x4",-13.6404549372334,8.99228657136459e-18
"int14_2",-15.8966816327366,9.41896829461568e-19
"int24_1",-15.9116071214992,9.2794295217854e-19
"int23",-17.4288938251428,2.03503571135799e-19
"int13",-17.8967141106984,1.27467734235409e-19
"int34",-21.4460773016037,3.66379713006385e-21
"int24",-21.4956554753833,3.4865820570961e-21
"int14",-21.6280237168243,3.05430985876738e-21
"int13_4",-35.1561359426301,4.07125780123966e-27
"int124_3",-35.3282375731278,3.42756591431212e-27
"int123_4",-37.4475397559974,4.11703512072659e-28
"int14_3",-41.2186841123522,9.47976098166428e-30
"int34_1",-41.2828192900418,8.8908612678377e-30
"int34_2",-41.4758282628438,7.33028907637615e-30
"int24_3",-41.5753635568867,6.63580282203184e-30
"int23_4",-41.582917022455,6.58586834050793e-30
"int134_2",-64.4814906484737,7.47978087569031e-40
"int234_1",-64.8989750462743,4.92694489428189e-40
"full",-143.836052631206,2.57418936779142e-74
