"model","log_marginal","post_prob"
"int12_3",19.6118279732934,0.999998196037814
"int12_4",6.30097336237736,1.65641253964994e-06
"int12",3.79983365682767,1.35811747397143e-07
"null",1.0463071478674,8.65159076545626e-09
"x1",0.0118598463428583,3.07497233980306e-09
"x3",-6.0070038114219,7.47966142743017e-12
"x2",-6.7296116737669,3.63125988894693e-12
"int13_2",-10.4728913296301,8.59748909584099e-14
"main",-10.6465931346908,7.22659802858391e-14
"int23_1",-10.7493313673088,6.52101577392377e-14
"x4",-14.4835723991683,1.55795524091793e-15
"int24_1",-19.337703396216,1.21459830313724e-17
"int14_2",-21.0785249113427,2.1301171650898e-18
"int24",-25.4111977496213,2.79735501436324e-20
"int13",-26.3641575273241,1.0786546339606e-20
"int34",-26.4265100022121,1.01345175196243e-20
"int14",-26.5535347745262,8.92558972480813e-21
"int23",-26.6183047970289,8.36580344789774e-21
"int13_4",-35.3817045813915,1.30801127523535e-24
"int34_1",-35.9197135098075,7.63760473596019e-25
"int14_3",-37.5289378671915,1.52784719183879e-25
"int123_4",-42.8777311979091,7.26320817540118e-28
"int124_3",-43.8325257860964,2.79554489328112e-28
"int24_3",-44.9130343472571,9.48871855399466e-29
"int23_4",-45.3244310523665,6.28840126314086e-29
"int34_2",-46.2421399880532,2.51179573977726e-29
"int134_2",-72.1743577320871,1.37329946147895e-40
"int234_1",-72.9059387792287,6.60759837830385e-41
"full",-150.754511160877,1.02526994964754e-74
