"model","log_marginal","post_prob"
"null",-3.72397855915617,0.997488823596973
"int12_3",-9.7793266456523,0.00233939619042256
"x3",-12.5922668840593,0.000140429825078551
"x2",-14.1120746588525,3.07195765367345e-05
"x1",-18.1683570132088,5.31856144765059e-07
"x4",-19.854196238991,9.85470227329821e-08
"int12",-25.5691553543831,3.24839101036577e-10
"int12_4",-26.9486326577604,8.17652782831583e-11
"int23_1",-31.6688118596142,7.28821437101395e-13
"int13_2",-32.1072463953611,4.70122934848985e-13
"main",-35.3592560070005,1.81920486702731e-14
"int14_2",-46.6209990686934,2.33866890302449e-19
"int24_1",-46.8607348215712,1.84014830658348e-19
"int23",-47.645252036999,8.3973320923128e-20
"int13",-47.9682092440931,6.07970904412939e-20
"int34",-49.8332743287289,9.4166259837692e-21
"int24",-50.4653955608985,5.00459062611389e-21
"int14",-51.0752872077981,2.71954332104783e-21
"int34_2",-51.3280407730668,2.1121584871005e-21
"int24_3",-53.2174695767866,3.1926991691088e-22
"int23_4",-53.779821617323,1.81941433074508e-22
"int34_1",-56.4341134908971,1.27993317869863e-23
"int13_4",-57.2120193082725,5.87959068472233e-24
"int14_3",-57.4553232990389,4.60979393885414e-24
"int124_3",-71.3091039086221,4.43670997727028e-30
"int123_4",-72.3710572080194,1.53412441753525e-30
"int134_2",-93.2481448850016,1.31539626998115e-39
"int234_1",-93.7880046113442,7.66652411106203e-40
"full",-176.812700305418,6.72095989996297e-76
