"model","log_marginal","post_prob"
"int12_3",13.5930649242961,0.999921705893743
"int12_4",4.13649284693346,7.81679864603808e-05
"int12",-2.29694286826077,1.25609733521051e-07
"null",-7.8671818746525,4.7851904894524e-10
"x2",-10.5865214668871,3.1543149301292e-11
"x3",-21.1574523999122,8.09110950190199e-16
"x1",-23.2522816798811,9.95944831049848e-17
"x4",-23.8976392364155,5.22348144470042e-17
"int13_2",-33.8907142763709,2.38793614455451e-21
"int23_1",-34.1469959190308,1.84808101653833e-21
"main",-36.6285611921805,1.54522206624866e-22
"int14_2",-39.3143386649594,1.05334967435246e-23
"int24_1",-43.7343976484291,1.26755069907633e-25
"int124_3",-46.2576143374548,1.01659098573819e-26
"int123_4",-47.6165980500215,2.61184335766599e-27
"int14",-48.3851799243609,1.21103378790402e-27
"int13",-49.8216793413402,2.8793369473457e-28
"int23",-50.1204251483794,2.13574222788486e-28
"int24",-51.7781630713753,4.07007490712631e-29
"int34",-52.4818037110622,2.01379452206516e-29
"int23_4",-53.7611990480817,5.60248651804354e-30
"int34_2",-54.0558010841043,4.17288850994689e-30
"int24_3",-54.1088912372122,3.95712729374513e-30
"int13_4",-63.6865348781846,2.74070465897736e-34
"int14_3",-64.0538957594377,1.89810150909176e-34
"int34_1",-68.3029816997744,2.70997233551835e-36
"int134_2",-92.4912687884518,8.47471785104992e-47
"int234_1",-96.1536372616315,2.17559889490104e-48
"full",-148.916386393828,2.64854911762746e-71
