"rep","n","tau_label","tau_sd","seed","n_y0","n_y1","n_y01","true_model","chosen_model","correct","chosen_post_prob"
1,100,"small",0.1,200101,0,0,0,"int12_3","x1",0,0.995671963303919
2,100,"small",0.1,200102,2,0,2,"int12_3","null",0,0.994794606288259
3,100,"small",0.1,200103,0,0,0,"int12_3","null",0,0.999986435224008
4,100,"small",0.1,200104,2,0,2,"int12_3","null",0,0.542606640889027
5,100,"small",0.1,200105,1,0,1,"int12_3","x1",0,0.519387653177005
6,100,"small",0.1,200106,0,0,0,"int12_3","int12_3",1,0.87819642996431
7,100,"small",0.1,200107,1,0,1,"int12_3","int12_3",1,0.612548604703029
8,100,"small",0.1,200108,2,0,2,"int12_3","x1",0,0.974505163333313
9,100,"small",0.1,200109,2,0,2,"int12_3","int12_3",1,0.925917791480298
10,100,"small",0.1,200110,2,0,2,"int12_3","x1",0,0.999719622703975
11,100,"small",0.1,200111,0,0,0,"int12_3","null",0,0.997488823596973
12,100,"small",0.1,200112,0,0,0,"int12_3","null",0,0.999937031819947
13,100,"small",0.1,200113,3,1,4,"int12_3","int12_3",1,0.782059177562618
14,100,"small",0.1,200114,0,0,0,"int12_3","null",0,0.999869782269095
15,100,"small",0.1,200115,4,1,5,"int12_3","int12_3",1,0.993093921569185
16,100,"small",0.1,200116,1,1,2,"int12_3","int12_3",1,0.999993239637164
17,100,"small",0.1,200117,2,0,2,"int12_3","int12_3",1,0.99999966331234
18,100,"small",0.1,200118,1,0,1,"int12_3","int12_3",1,0.506017790828477
19,100,"small",0.1,200119,1,0,1,"int12_3","null",0,0.982636361640392
20,100,"small",0.1,200120,0,0,0,"int12_3","null",0,0.927259483475363
21,100,"small",0.1,200121,0,0,0,"int12_3","null",0,0.995248036825762
22,100,"small",0.1,200122,1,0,1,"int12_3","int12_3",1,0.846140132640334
23,100,"small",0.1,200123,2,0,2,"int12_3","int12_3",1,0.999277177733425
24,100,"small",0.1,200124,1,1,2,"int12_3","int12_3",1,0.999995738934195
25,100,"small",0.1,200125,2,1,3,"int12_3","int12_3",1,0.99998258158004
26,100,"small",0.1,200126,1,2,3,"int12_3","int12_3",1,0.999938646159178
27,100,"small",0.1,200127,0,0,0,"int12_3","null",0,0.903071684748301
28,100,"small",0.1,200128,1,1,2,"int12_3","int12_3",1,0.999921705893743
29,100,"small",0.1,200129,0,0,0,"int12_3","null",0,0.971977414785914
30,100,"small",0.1,200130,2,0,2,"int12_3","int12_3",1,0.999998196037814
31,100,"small",0.1,200131,1,0,1,"int12_3","int12_3",1,0.860210522106675
32,100,"small",0.1,200132,1,0,1,"int12_3","int12_3",1,0.998418525024399
33,100,"small",0.1,200133,0,0,0,"int12_3","null",0,0.982103841946637
34,100,"small",0.1,200134,5,0,5,"int12_3","int12_3",1,0.999887561192875
35,100,"small",0.1,200135,4,0,4,"int12_3","int12_3",1,0.999437047533593
36,100,"small",0.1,200136,0,0,0,"int12_3","null",0,0.991139918882629
37,100,"small",0.1,200137,2,0,2,"int12_3","int12_3",1,0.999887390087248
38,100,"small",0.1,200138,0,0,0,"int12_3","null",0,0.99661930702137
39,100,"small",0.1,200139,1,0,1,"int12_3","int12_3",1,0.786935879828881
40,100,"small",0.1,200140,0,0,0,"int12_3","null",0,0.999777720414439
41,100,"small",0.1,200141,3,0,3,"int12_3","int12_3",1,0.998492662538353
42,100,"small",0.1,200142,1,0,1,"int12_3","int12_3",1,0.953758783333977
43,100,"small",0.1,200143,1,0,1,"int12_3","null",0,0.822129339069832
44,100,"small",0.1,200144,0,0,0,"int12_3","null",0,0.964863116606709
45,100,"small",0.1,200145,2,0,2,"int12_3","int12_3",1,0.999669106263456
46,100,"small",0.1,200146,0,0,0,"int12_3","null",0,0.987528378333063
47,100,"small",0.1,200147,3,0,3,"int12_3","int12_3",1,0.999999322748411
48,100,"small",0.1,200148,1,0,1,"int12_3","null",0,0.986897528948232
49,100,"small",0.1,200149,1,1,2,"int12_3","int12_3",1,0.999971852213039
50,100,"small",0.1,200150,1,0,1,"int12_3","int12_3",1,0.918736429108199
