"model","log_marginal","post_prob"
"null",-2.05010221975773,0.822129339069832
"x2",-3.59413215705003,0.175540150090712
"int12_3",-7.92520098932107,0.00230896404809481
"int12_4",-12.7739447045351,1.8098164489028e-05
"x1",-14.6003119760075,2.91375682064012e-06
"x3",-16.5640611090125,4.08891319479472e-07
"x4",-17.7458911792817,1.25413882513303e-07
"int12",-23.3553160183815,4.5941308277111e-10
"int23_1",-24.8951467175974,9.85061584526482e-11
"int24_1",-28.0722071198569,4.10850274421982e-12
"main",-29.0203980275775,1.59180367263026e-12
"int13_2",-29.3898475946278,1.10011881934273e-12
"int14_2",-31.5234084385892,1.30270443813241e-13
"int23",-39.8828801703351,3.05051698891722e-17
"int24",-41.7368988256225,4.77730948375086e-18
"int34",-42.4846371027473,2.2617508854214e-18
"int24_3",-42.6598361020718,1.89826486898236e-18
"int13",-44.1029393591904,4.48358109173904e-19
"int14",-44.9739371282274,1.87652996666986e-19
"int23_4",-46.9423052735679,2.62122366530735e-20
"int34_2",-48.1699042442486,7.68006014785412e-21
"int34_1",-58.7494610808884,1.95308644622906e-25
"int14_3",-60.1798584425651,4.67205326114332e-26
"int13_4",-60.1926769907177,4.6125465312047e-26
"int124_3",-66.5061058844556,8.3570582619212e-29
"int123_4",-67.2806033379691,3.85206369402734e-29
"int234_1",-75.5691169013938,9.68362038096901e-33
"int134_2",-86.316676751523,2.08176555776127e-37
"full",-171.027791937263,3.37957382595745e-74
