"model","log_marginal","post_prob"
"int12_3",2.19496448849935,0.925917791480298
"null",-0.341596581062859,0.0732753587880303
"x1",-5.47444285569617,0.000432305877469352
"int12_4",-6.11000139375133,0.000228966304163691
"x2",-6.59952391379457,0.000140337793798191
"x3",-9.9702465198301,4.8226796774532e-06
"int23_1",-13.0849037424435,2.14096699466666e-07
"int12",-13.3451760503148,1.65034653284619e-07
"x4",-15.5433090229127,1.83205338509738e-08
"int13_2",-16.0527060709435,1.10080348947173e-08
"main",-16.3042516025218,8.55982648538541e-09
"int14_2",-21.792047046274,3.54116107899216e-11
"int24_1",-22.2972632549859,2.1366484427059e-11
"int23",-28.837992332357,3.0841147237979e-14
"int14",-31.4023464668005,2.37380846639733e-15
"int13",-31.7218125856882,1.72465924932486e-15
"int24",-32.1894354585743,1.08048133397945e-15
"int34",-32.2189216686104,1.04908715664979e-15
"int23_4",-44.2584458747824,6.19601760077016e-21
"int34_1",-45.0643746119253,2.76759310157682e-21
"int14_3",-45.5065931547439,1.77848074045981e-21
"int13_4",-45.9104183876372,1.18759974639391e-21
"int34_2",-46.5735201777483,6.11911545906207e-22
"int24_3",-46.7709589418479,5.02275601057577e-22
"int123_4",-56.1808803307002,4.11400815000186e-26
"int124_3",-58.1984297008401,5.47084725204294e-27
"int234_1",-76.1133422208829,9.0720813947838e-35
"int134_2",-76.6540596654341,5.28294799598861e-35
"full",-161.658175271089,6.39820261558144e-72
