"model","log_marginal","post_prob","rep","n","tau_label","tau_sd","seed","true_model","chosen_model","correct"
"x1",7.36414318718451,0.995671963303919,1,100,"small",0.1,200101,"int12_3","x1",0
"null",1.92583837950242,0.00432803246010797,1,100,"small",0.1,200101,"int12_3","x1",0
"x3",-12.4882761038591,2.37859295182083e-09,1,100,"small",0.1,200101,"int12_3","x1",0
"x4",-13.6917022547254,7.1396807200477e-10,1,100,"small",0.1,200101,"int12_3","x1",0
"x2",-13.7664228961744,6.62564295399244e-10,1,100,"small",0.1,200101,"int12_3","x1",0
"int12_3",-14.0980522212771,4.75557727169881e-10,1,100,"small",0.1,200101,"int12_3","x1",0
"int12_4",-18.5967420539271,5.28989525473986e-12,1,100,"small",0.1,200101,"int12_3","x1",0
"int12",-29.2935036045872,1.1964720477027e-16,1,100,"small",0.1,200101,"int12_3","x1",0
"main",-34.0678991066039,1.01020365621694e-18,1,100,"small",0.1,200101,"int12_3","x1",0
"int13_2",-34.2476736484798,8.4398328293572e-19,1,100,"small",0.1,200101,"int12_3","x1",0
"int23_1",-34.2851082442122,8.12973156948531e-19,1,100,"small",0.1,200101,"int12_3","x1",0
"int34_1",-36.1180291812946,1.30031555372712e-19,1,100,"small",0.1,200101,"int12_3","x1",0
"int24_1",-36.502900252075,8.84914629798415e-20,1,100,"small",0.1,200101,"int12_3","x1",0
"int14_2",-36.9470084550911,5.67580718131636e-20,1,100,"small",0.1,200101,"int12_3","x1",0
"int13_4",-37.3048589548264,3.96839721147519e-20,1,100,"small",0.1,200101,"int12_3","x1",0
"int14_3",-37.5293419177257,3.17046836190863e-20,1,100,"small",0.1,200101,"int12_3","x1",0
"int34",-48.2796861838997,6.79685852629014e-25,1,100,"small",0.1,200101,"int12_3","x1",0
"int24",-49.1205448005941,2.93175701555259e-25,1,100,"small",0.1,200101,"int12_3","x1",0
"int23",-49.4517096561678,2.10525595115389e-25,1,100,"small",0.1,200101,"int12_3","x1",0
"int13",-49.6457328265909,1.7339705273803e-25,1,100,"small",0.1,200101,"int12_3","x1",0
"int14",-50.006180490661,1.20920874656637e-25,1,100,"small",0.1,200101,"int12_3","x1",0
"int24_3",-58.6918687628149,2.04340659997534e-29,1,100,"small",0.1,200101,"int12_3","x1",0
"int23_4",-59.0144468210573,1.4799972931571e-29,1,100,"small",0.1,200101,"int12_3","x1",0
"int34_2",-59.6559338651166,7.7923174636189e-30,1,100,"small",0.1,200101,"int12_3","x1",0
"int123_4",-74.615736834589,2.48145702130774e-36,1,100,"small",0.1,200101,"int12_3","x1",0
"int124_3",-75.9518495179902,6.52289506555134e-37,1,100,"small",0.1,200101,"int12_3","x1",0
"int234_1",-94.7781997873549,4.34770787280148e-45,1,100,"small",0.1,200101,"int12_3","x1",0
"int134_2",-95.4731708038389,2.16989279683004e-45,1,100,"small",0.1,200101,"int12_3","x1",0
"full",-177.485061428318,5.23753248311776e-81,1,100,"small",0.1,200101,"int12_3","x1",0
"null",-1.22721890666929,0.994794606288259,2,100,"small",0.1,200102,"int12_3","null",0
"x1",-6.55621043711086,0.00482371684019796,2,100,"small",0.1,200102,"int12_3","null",0
"int12_4",-9.81063878912627,0.00018620937013464,2,100,"small",0.1,200102,"int12_3","null",0
"int12_3",-10.369479177135,0.000106487893062738,2,100,"small",0.1,200102,"int12_3","null",0
"x2",-10.5752975978474,8.66791072998274e-05,2,100,"small",0.1,200102,"int12_3","null",0
"x4",-14.3059033664533,2.07841817001923e-06,2,100,"small",0.1,200102,"int12_3","null",0
"x3",-16.5430190870888,2.21904402010459e-07,2,100,"small",0.1,200102,"int12_3","null",0
"int12",-23.6687094844748,1.78450553055537e-10,2,100,"small",0.1,200102,"int12_3","null",0
"int13_2",-33.4163600280343,1.04271844423836e-14,2,100,"small",0.1,200102,"int12_3","null",0
"main",-34.1670053144168,4.92227586723081e-15,2,100,"small",0.1,200102,"int12_3","null",0
"int23_1",-34.6159571858854,3.14187302456747e-15,2,100,"small",0.1,200102,"int12_3","null",0
"int24_1",-34.870465539374,2.43588654200843e-15,2,100,"small",0.1,200102,"int12_3","null",0
"int14_2",-34.9774371457175,2.18876874075154e-15,2,100,"small",0.1,200102,"int12_3","null",0
"int13",-48.0244812590342,4.71998495237778e-21,2,100,"small",0.1,200102,"int12_3","null",0
"int23",-49.1522586603039,1.52810470141787e-21,2,100,"small",0.1,200102,"int12_3","null",0
"int24",-50.0983104546911,5.93318702058519e-22,2,100,"small",0.1,200102,"int12_3","null",0
"int34",-50.1454331780775,5.66008429654993e-22,2,100,"small",0.1,200102,"int12_3","null",0
"int14",-50.1484536273811,5.64301409170002e-22,2,100,"small",0.1,200102,"int12_3","null",0
"int13_4",-51.4306987396809,1.56544984547067e-22,2,100,"small",0.1,200102,"int12_3","null",0
"int34_1",-51.5837231923081,1.34332619214734e-22,2,100,"small",0.1,200102,"int12_3","null",0
"int14_3",-51.6712991720986,1.23068729711281e-22,2,100,"small",0.1,200102,"int12_3","null",0
"int23_4",-54.8472769630833,5.13852044298133e-24,2,100,"small",0.1,200102,"int12_3","null",0
"int24_3",-55.3027645405835,3.25853467772587e-24,2,100,"small",0.1,200102,"int12_3","null",0
"int34_2",-55.3518741258581,3.10237523732771e-24,2,100,"small",0.1,200102,"int12_3","null",0
"int124_3",-69.9124414455845,1.47272033986958e-30,2,100,"small",0.1,200102,"int12_3","null",0
"int123_4",-71.187553550614,4.11477539201716e-31,2,100,"small",0.1,200102,"int12_3","null",0
"int234_1",-95.174974830942,1.57304605093137e-41,2,100,"small",0.1,200102,"int12_3","null",0
